frame,track_id,x1,y1,x2,y2
17,12,1517,437,1565,526
17,13,862,613,927,720
17,14,1827,593,1873,701
17,15,1559,494,1614,588
17,16,1604,560,1665,664
17,17,1468,394,1503,463
17,18,1534,716,1623,839
17,19,643,734,699,862
17,21,133,509,167,613
17,26,1825,593,1871,699
18,8,1292,472,1353,560
18,9,976,559,1027,655
18,10,854,564,899,642
18,11,1654,453,1712,532
18,12,1518,438,1566,525
18,13,866,611,931,718
18,14,1835,593,1881,700
18,15,1560,492,1615,588
18,16,1605,562,1664,666
18,17,1476,393,1510,462
18,18,1530,714,1620,840
18,19,649,730,705,860
18,21,148,509,183,613
18,26,1831,592,1877,698
19,8,1299,471,1363,562
19,9,982,558,1032,650
19,10,857,562,905,644
19,11,1651,452,1711,533
19,12,1520,438,1569,525
19,13,872,610,935,714
19,14,1843,594,1889,700
19,15,1561,489,1614,583
19,16,1606,563,1663,668
19,17,1481,393,1514,461
19,18,1534,710,1625,840
19,19,655,728,710,853
19,21,164,509,199,612
19,26,1843,593,1888,700
20,8,1306,471,1371,561
20,9,988,557,1039,651
20,10,860,560,910,646
20,11,1650,452,1707,535
20,12,1520,438,1570,525
20,13,874,609,937,712
20,14,1848,594,1894,702
20,15,1562,489,1615,579
20,16,1611,563,1665,663
20,17,1487,392,1520,461
20,18,1540,708,1630,837
20,19,660,723,715,845
20,21,178,510,213,613
20,26,1848,594,1893,701
21,8,1310,473,1377,564
21,9,989,556,1040,650
21,10,860,559,915,650
21,11,1651,453,1706,534
21,12,1528,441,1576,525
21,13,875,613,938,711
21,14,1855,593,1901,701
21,15,1558,489,1612,580
21,16,1614,560,1672,667
21,17,1494,394,1525,460
21,18,1545,706,1633,830
21,19,660,721,716,843
21,21,193,509,228,612
21,26,1855,592,1900,700
22,8,1312,475,1379,565
22,9,992,554,1045,648
22,10,864,558,921,654
22,11,1652,452,1707,536
22,12,1537,444,1582,525
22,13,875,611,940,711
22,14,1861,591,1907,699
22,15,1554,492,1610,582
22,16,1618,560,1678,669
22,17,1499,395,1529,461
22,18,1535,705,1619,825
22,19,658,719,716,843
22,21,207,509,242,612
22,26,1862,592,1907,700
23,8,1314,476,1380,565
23,9,995,552,1049,647
23,10,874,558,927,647
23,11,1651,452,1706,532
23,12,1543,445,1585,521
23,13,874,612,938,711
23,14,1868,589,1914,694
23,15,1554,493,1613,586
23,16,1622,559,1682,666
23,17,1505,394,1536,462
23,18,1537,705,1621,824
23,19,659,717,717,841
23,21,219,509,254,611
23,26,1868,592,1914,699
24,8,1313,476,1375,562
24,9,997,550,1053,643
24,10,882,556,933,643
24,11,1647,451,1703,531
24,12,1545,445,1588,524
24,13,873,613,934,711
24,14,1872,588,1918,692
24,15,1555,495,1613,587
24,16,1623,557,1684,662
24,17,1509,394,1540,461
24,18,1535,706,1621,827
24,19,662,713,720,839
24,21,230,509,266,612
24,26,1875,591,1920,699
24,31,1519,514,1532,529
25,8,1315,476,1376,563
25,9,998,548,1055,639
25,10,889,553,940,641
25,11,1642,451,1700,532
25,12,1545,444,1590,526
25,13,872,607,934,710
25,14,1875,588,1921,693
25,15,1558,494,1606,573
25,16,1620,558,1682,660
25,17,1512,394,1542,462
25,18,1523,706,1607,828
25,19,668,710,726,836
25,21,241,509,277,612
25,26,1875,588,1920,696
25,31,1519,516,1533,529
26,8,1321,476,1382,564
26,9,996,547,1054,638
26,10,897,550,946,635
26,11,1639,451,1695,533
26,12,1544,445,1588,523
26,13,873,598,937,709
26,14,1879,588,1925,694
26,15,1551,493,1605,583
26,16,1619,558,1682,662
26,17,1514,392,1545,464
26,18,1520,705,1605,829
26,19,675,707,731,828
26,21,251,510,288,613
26,26,1880,588,1923,694
26,31,1520,516,1533,530
27,8,1325,474,1388,564
27,9,997,546,1056,638
27,10,903,547,952,634
27,11,1634,451,1688,534
27,12,1544,445,1585,520
27,13,876,596,939,706
27,14,1882,588,1927,694
27,15,1548,492,1603,585
27,16,1614,559,1678,663
27,17,1515,392,1546,464
27,18,1517,703,1601,829
27,19,676,705,731,824
27,21,262,510,299,613
27,26,1882,587,1925,695
27,31,1519,517,1533,531
28,8,1328,473,1390,561
28,9,998,543,1058,637
28,10,908,545,959,635
28,11,1631,451,1685,534
28,12,1547,447,1584,512
28,13,878,592,940,702
28,14,1885,587,1929,694
28,15,1544,492,1599,582
28,16,1606,560,1669,663
28,17,1517,392,1547,462
28,18,1516,701,1600,828
28,19,676,703,731,823
28,21,275,510,311,613
28,26,1886,587,1928,693
28,31,1519,518,1533,531
29,8,1329,473,1391,560
29,9,1000,540,1061,635
29,10,913,543,964,634
29,11,1626,451,1680,530
29,12,1545,447,1581,512
29,13,875,591,938,700
29,14,1889,586,1929,688
29,15,1542,492,1598,582
29,16,1603,559,1666,664
29,17,1521,392,1551,462
29,18,1517,699,1599,822
29,19,676,701,731,823
29,21,283,510,320,612
29,26,1889,585,1928,688
29,31,1520,518,1533,532
30,8,1329,474,1393,561
30,9,1002,538,1062,630
30,10,917,542,968,631
30,11,1620,449,1675,527
30,12,1542,447,1580,513
30,13,875,591,939,700
30,14,1892,583,1930,687
30,15,1538,491,1595,582
30,16,1602,557,1666,666
30,17,1526,392,1556,462
30,18,1513,699,1593,819
30,19,676,698,731,822
30,21,293,510,330,612
30,26,1892,584,1929,686
30,31,1520,519,1533,532
31,8,1328,475,1394,563
31,9,1002,536,1063,629
31,10,918,542,972,634
31,11,1612,450,1667,529
31,12,1543,447,1580,512
31,13,875,594,937,701
31,14,1897,582,1935,686
31,15,1533,492,1592,585
31,16,1603,556,1667,663
31,17,1524,393,1552,459
31,18,1506,698,1586,819
31,19,677,693,732,817
31,21,304,510,340,611
31,26,1894,584,1929,685
31,31,1520,520,1533,533
32,8,1326,477,1392,564
32,9,1001,534,1063,630
32,10,920,540,975,634
32,11,1607,451,1660,530
32,12,1535,447,1579,524
32,13,875,595,934,700
32,14,1901,582,1940,685
32,15,1530,491,1588,585
32,16,1602,555,1666,659
32,17,1524,390,1553,459
32,18,1501,698,1580,819
32,19,680,690,733,809
32,21,314,509,350,610
32,26,1896,586,1929,685
32,31,1521,520,1533,533
33,8,1323,479,1388,564
33,9,998,532,1062,631
33,10,921,539,977,635
33,11,1603,452,1653,531
33,12,1538,447,1577,518
33,13,873,595,932,700
33,14,1906,581,1944,683
33,15,1528,490,1584,584
33,16,1598,554,1662,658
33,17,1526,391,1555,458
33,18,1492,698,1570,820
33,19,684,687,735,803
33,21,324,509,360,609
33,26,1898,588,1929,685
33,31,1514,519,1527,533
34,8,1318,479,1383,563
34,9,996,530,1060,631
34,10,923,538,979,634
34,11,1599,452,1649,532
34,12,1538,449,1578,522
34,13,874,593,931,700
34,14,1911,580,1949,682
34,15,1527,498,1578,585
34,16,1591,556,1654,660
34,17,1524,393,1553,460
34,18,1486,697,1563,821
34,19,684,685,735,802
34,21,335,509,371,609
34,26,1902,587,1932,684
34,31,1513,520,1527,534
35,8,1314,479,1379,565
35,9,999,528,1060,626
35,10,927,538,981,631
35,11,1595,452,1645,529
35,12,1541,452,1576,516
35,13,876,590,933,698
35,14,1915,580,1954,681
35,15,1521,492,1575,583
35,16,1588,558,1650,661
35,17,1524,395,1554,462
35,18,1484,694,1561,820
35,19,684,684,736,802
35,21,346,510,383,609
35,26,1905,587,1935,683
35,31,1513,520,1526,534
36,8,1315,479,1381,566
36,9,1001,528,1061,621
36,10,931,538,985,630
36,11,1589,452,1640,527
36,12,1541,451,1576,515
36,13,878,589,936,698
36,14,1920,579,1958,680
36,15,1517,492,1571,581
36,16,1591,560,1640,646
36,17,1527,396,1556,462
36,18,1484,692,1560,817
36,19,685,683,737,804
36,21,358,510,394,609
36,26,1908,587,1938,682
36,31,1512,521,1526,535
37,8,1319,480,1385,566
37,9,1005,527,1063,618
37,10,937,541,991,630
37,11,1582,452,1635,528
37,12,1537,450,1576,522
37,13,881,588,938,695
37,14,1925,578,1963,679
37,15,1514,491,1568,581
37,16,1587,561,1642,658
37,17,1531,397,1560,461
37,18,1482,691,1558,812
37,19,688,682,737,795
37,21,368,512,405,613
37,26,1912,587,1941,681
37,31,1512,521,1525,535
38,8,1323,480,1389,565
38,9,1007,527,1066,620
38,10,944,543,997,631
38,11,1578,454,1631,531
38,12,1536,452,1577,530
38,13,882,588,940,694
38,14,1930,577,1967,678
38,15,1513,492,1567,583
38,16,1586,560,1644,664
38,17,1534,398,1563,463
38,18,1478,690,1554,809
38,19,689,679,741,798
38,21,379,514,416,613
38,26,1915,587,1944,680
38,31,1511,522,1524,536
39,8,1328,482,1393,565
39,9,1011,528,1071,621
39,10,953,544,1005,631
39,11,1574,455,1625,532
39,12,1536,456,1577,534
39,13,884,590,942,694
39,14,1934,577,1972,677
39,15,1515,492,1567,583
39,16,1587,559,1647,665
39,17,1538,397,1568,466
39,18,1467,690,1544,809
39,19,695,678,745,793
39,21,391,516,427,614
39,26,1919,587,1947,679
39,31,1511,522,1524,536
40,8,1331,483,1397,567
40,9,1017,527,1078,621
40,10,963,543,1014,630
40,11,1571,453,1622,534
40,12,1538,457,1578,535
40,13,886,591,944,695
40,14,1939,576,1977,676
40,15,1513,494,1565,584
40,16,1586,559,1647,663
40,17,1542,398,1572,468
40,18,1461,692,1537,811
40,19,699,676,749,789
40,21,402,518,438,615
40,26,1922,587,1950,678
40,31,1510,523,1523,536
41,8,1333,484,1397,567
41,9,1022,527,1082,620
41,10,973,543,1023,629
41,11,1569,452,1620,533
41,12,1539,458,1578,536
41,13,887,591,945,695
41,14,1944,575,1981,675
41,15,1512,493,1565,584
41,16,1586,560,1647,660
41,17,1544,399,1575,470
41,18,1460,693,1537,812
41,19,701,676,751,787
41,21,413,520,449,615
41,26,1925,586,1953,677
41,31,1510,523,1523,537
42,8,1336,485,1393,561
42,9,1026,526,1086,618
42,10,982,542,1032,630
42,11,1565,452,1616,533
42,12,1539,463,1581,545
42,13,887,591,945,695
42,14,1949,575,1986,674
42,15,1512,492,1566,583
42,16,1583,561,1644,661
42,17,1549,400,1580,470
42,18,1455,693,1532,813
42,19,704,676,754,788
42,21,423,522,459,615
42,26,1929,586,1957,676
42,31,1509,524,1522,537
43,8,1342,487,1401,566
43,9,1031,525,1088,613
43,10,993,542,1042,629
43,11,1561,452,1613,534
43,12,1538,464,1581,549
43,13,889,590,946,696
43,14,1953,574,1991,673
43,15,1512,493,1565,578
43,16,1582,563,1644,664
43,17,1555,400,1585,467
43,18,1453,691,1529,813
43,19,708,674,759,788
43,21,434,523,470,615
43,26,1932,586,1960,675
43,31,1509,524,1522,538
44,8,1345,486,1407,569
44,9,1041,526,1090,599
44,10,1003,542,1052,628
44,11,1557,448,1604,526
44,12,1543,469,1586,550
44,13,892,589,949,697
44,14,1958,573,1995,672
44,15,1513,493,1566,578
44,16,1576,564,1638,666
44,17,1561,400,1590,464
44,18,1455,689,1531,814
44,19,713,671,764,787
44,21,445,524,481,616
44,26,1935,586,1963,674
44,31,1508,525,1521,538
45,8,1349,486,1412,569
45,9,1044,526,1090,593
45,10,1014,540,1062,629
45,11,1552,456,1600,536
45,12,1546,469,1589,546
45,13,898,589,954,697
45,14,1963,572,2000,671
45,15,1513,492,1569,582
45,16,1573,564,1634,666
45,17,1567,401,1596,467
45,18,1458,688,1532,811
45,19,718,668,769,785
45,21,456,526,492,617
45,26,1939,586,1966,673
45,31,1508,525,1520,539
46,8,1351,487,1415,570
46,9,1044,525,1092,599
46,10,1025,538,1074,629
46,11,1548,457,1596,537
46,12,1544,468,1585,541
46,13,902,589,958,696
46,14,1968,572,2004,670
46,15,1509,492,1565,585
46,16,1574,563,1637,668
46,17,1571,400,1601,466
46,18,1456,688,1528,808
46,19,722,665,771,778
46,21,466,527,504,618
46,26,1942,586,1969,672
46,31,1507,526,1520,539
47,8,1352,489,1418,573
47,9,1047,524,1095,597
47,10,1034,535,1085,630
47,11,1545,459,1596,543
47,12,1545,469,1586,542
47,13,906,591,960,694
47,14,1972,571,2009,669
47,15,1508,494,1563,585
47,16,1577,562,1641,670
47,17,1575,398,1605,466
47,18,1453,689,1526,808
47,19,726,664,774,776
47,21,477,529,515,619
47,26,1946,586,1972,671
47,31,1507,526,1519,540
48,8,1355,494,1418,574
48,9,1050,523,1097,595
48,10,1044,538,1094,631
48,11,1543,458,1597,549
48,12,1545,470,1586,543
48,13,909,594,961,694
48,14,1977,570,2014,668
48,15,1510,494,1565,587
48,16,1578,562,1641,667
48,17,1580,401,1609,465
48,18,1450,691,1523,810
48,19,729,664,777,777
48,21,487,530,525,620
48,26,1949,586,1975,670
48,31,1506,527,1519,540
49,8,1355,499,1415,576
49,9,1038,537,1087,612
49,10,1053,540,1104,632
49,11,1543,461,1592,541
49,12,1546,471,1587,544
49,13,912,596,962,694
49,14,1982,570,2018,667
49,15,1512,495,1567,585
49,16,1577,562,1641,666
49,17,1584,402,1612,465
49,18,1446,693,1518,812
49,19,733,665,781,778
49,21,498,531,536,621
49,26,1952,585,1978,669
49,31,1506,527,1518,540
50,8,1347,497,1407,574
50,9,1046,537,1100,620
50,10,1062,544,1112,634
50,11,1540,463,1583,536
50,12,1546,473,1587,545
50,13,914,599,963,696
50,14,1987,569,2023,666
50,15,1513,496,1566,582
50,16,1576,564,1640,667
50,17,1588,402,1616,465
50,18,1442,695,1513,813
50,19,736,664,783,777
50,21,508,533,546,622
50,26,1956,585,1981,668
50,31,1505,528,1518,541
50,47,1337,493,1404,550
51,8,1348,499,1407,574
51,9,1049,540,1099,618
51,10,1071,547,1122,635
51,11,1540,465,1581,534
51,12,1547,474,1588,546
51,13,916,600,965,697
51,14,1991,568,2028,665
51,15,1516,499,1567,582
51,16,1574,568,1636,670
51,17,1592,403,1620,465
51,18,1439,694,1509,815
51,19,741,664,788,778
51,21,518,534,557,624
51,26,1959,585,1985,667
51,31,1505,528,1517,541
51,47,1338,496,1398,548
52,8,1358,508,1414,580
52,9,1055,539,1104,616
52,10,1081,548,1132,636
52,11,1537,466,1577,533
52,12,1536,470,1581,553
52,13,918,600,969,697
52,14,1996,567,2032,664
52,15,1514,501,1562,582
52,16,1573,572,1633,672
52,17,1600,407,1632,476
52,18,1439,693,1510,817
52,19,748,664,793,772
52,21,527,535,567,626
52,26,1962,585,1988,666
52,31,1504,529,1516,542
52,47,1340,499,1396,547
53,8,1362,510,1418,582
53,9,1060,540,1109,619
53,10,1091,549,1142,636
53,11,1534,467,1573,533
53,12,1535,469,1580,555
53,13,920,599,972,698
53,14,2001,567,2037,663
53,15,1512,502,1559,584
53,16,1572,574,1629,674
53,17,1604,409,1635,478
53,18,1441,692,1511,816
53,19,752,663,795,767
53,21,538,536,577,625
53,26,1966,585,1991,665
53,31,1504,529,1516,542
53,47,1345,500,1401,549
54,8,1362,506,1422,583
54,9,1067,542,1113,617
54,10,1098,549,1149,637
54,11,1531,468,1569,533
54,12,1535,468,1580,553
54,13,920,598,976,699
54,14,2005,566,2041,662
54,15,1510,502,1556,585
54,16,1570,570,1629,675
54,17,1606,410,1638,478
54,18,1440,693,1510,814
54,19,754,662,798,768
54,21,547,536,587,625
54,26,1969,585,1994,664
54,31,1503,530,1515,543
54,47,1346,501,1400,549
55,8,1363,507,1423,584
55,9,1071,546,1114,616
55,10,1104,548,1156,637
55,11,1528,469,1566,533
55,12,1536,485,1579,568
55,13,918,599,978,700
55,14,2010,565,2046,661
55,15,1508,502,1556,588
55,16,1569,568,1630,677
55,17,1609,412,1641,479
55,18,1438,694,1508,810
55,19,757,663,802,768
55,21,557,536,597,625
55,26,1972,585,1997,663
55,31,1503,530,1515,543
55,47,1347,503,1399,548
56,8,1362,506,1422,585
56,9,1074,546,1117,616
56,10,1108,547,1161,638
56,11,1526,467,1553,515
56,12,1535,491,1577,572
56,13,918,599,979,701
56,14,2015,565,2051,660
56,15,1506,501,1556,588
56,16,1570,568,1630,675
56,17,1613,413,1647,480
56,18,1435,695,1507,810
56,19,759,662,805,768
56,21,566,537,606,626
56,26,1976,584,2000,662
56,31,1502,531,1514,543
56,47,1348,505,1398,548
57,8,1361,506,1419,585
57,9,1077,546,1122,617
57,10,1113,547,1164,637
57,11,1521,468,1548,515
57,12,1525,495,1571,580
57,13,917,599,980,701
57,14,2020,564,2055,659
57,15,1503,501,1555,589
57,16,1568,569,1629,672
57,17,1617,415,1652,482
57,18,1430,695,1504,812
57,19,760,660,808,767
57,21,575,538,616,629
57,26,1979,584,2003,661
57,31,1502,531,1514,544
57,47,1349,506,1397,548
58,8,1362,505,1420,585
58,9,1082,546,1128,618
58,10,1119,548,1168,637
58,11,1517,469,1544,517
58,12,1528,496,1573,581
58,13,915,599,978,702
58,14,2024,563,2060,658
58,15,1498,504,1551,588
58,16,1565,570,1627,670
58,17,1622,415,1658,483
58,18,1425,697,1498,814
58,19,760,658,808,762
58,21,583,538,625,631
58,26,1983,584,2006,660
58,31,1501,532,1513,544
58,47,1350,508,1396,548
59,8,1365,505,1423,586
59,9,1089,547,1135,620
59,10,1124,549,1173,639
59,11,1510,469,1539,519
59,12,1529,495,1571,575
59,13,911,598,973,702
59,14,2029,562,2065,657
59,15,1494,506,1547,589
59,16,1561,571,1624,671
59,17,1627,416,1663,484
59,18,1419,698,1492,816
59,19,759,657,807,758
59,21,590,540,632,632
59,26,1986,584,2009,659
59,31,1501,532,1512,545
59,47,1351,509,1395,548
60,8,1366,504,1425,587
60,9,1095,547,1141,619
60,10,1130,551,1178,640
60,11,1503,468,1537,525
60,12,1531,495,1572,573
60,13,908,599,968,702
60,14,2034,562,2069,656
60,15,1490,505,1545,589
60,16,1560,573,1623,674
60,17,1631,414,1668,484
60,18,1414,696,1485,816
60,19,755,656,803,757
60,21,598,542,640,634
60,26,1989,584,2012,658
60,31,1500,533,1512,545
60,47,1352,511,1394,548
60,51,1135,365,1154,407
61,8,1367,504,1427,588
61,9,1103,546,1148,618
61,10,1133,553,1181,640
61,11,1497,468,1532,525
61,12,1527,496,1568,574
61,13,908,599,966,701
61,15,1486,504,1541,592
61,16,1556,574,1618,676
61,17,1635,414,1671,483
61,18,1411,694,1483,816
61,19,752,656,799,757
61,21,605,544,647,634
61,26,1993,584,2016,657
61,31,1500,533,1511,546
61,47,1353,513,1393,547
61,51,1139,366,1158,408
62,8,1367,504,1427,589
62,9,1109,544,1155,618
62,10,1136,555,1184,641
62,11,1491,468,1528,527
62,12,1526,497,1565,570
62,13,908,600,964,702
62,15,1483,503,1537,592
62,16,1550,574,1610,676
62,17,1639,415,1676,484
62,18,1409,693,1479,815
62,19,749,654,797,756
62,21,612,545,653,635
62,26,1996,584,2019,656
62,31,1499,534,1511,546
62,47,1354,514,1392,547
62,51,1143,367,1162,408
63,8,1364,504,1423,588
63,9,1117,542,1166,623
63,10,1140,556,1189,641
63,11,1486,469,1521,524
63,12,1527,499,1563,561
63,13,908,601,963,702
63,15,1482,504,1534,593
63,16,1542,573,1602,677
63,17,1641,415,1679,485
63,18,1402,692,1473,815
63,19,749,650,798,757
63,21,619,546,660,634
63,26,1999,583,2022,655
63,31,1499,534,1510,546
63,47,1355,516,1391,547
63,51,1147,367,1166,408
64,8,1365,508,1420,588
64,9,1123,541,1172,622
64,10,1143,555,1196,642
64,11,1479,474,1519,536
64,12,1524,501,1559,560
64,13,904,604,957,702
64,15,1480,504,1531,594
64,16,1540,572,1601,677
64,17,1648,418,1685,487
64,18,1395,693,1466,814
64,19,750,647,800,753
64,21,625,547,666,634
64,47,1351,505,1404,551
64,51,1151,368,1169,409
65,8,1362,510,1418,589
65,9,1129,541,1178,623
65,10,1146,553,1202,643
65,11,1477,474,1513,533
65,12,1517,502,1560,575
65,13,899,606,952,702
65,15,1474,505,1526,594
65,16,1540,571,1600,675
65,17,1651,417,1690,488
65,18,1390,696,1460,814
65,19,749,645,800,751
65,21,632,547,673,636
65,47,1352,506,1404,551
65,51,1155,368,1173,409
66,8,1372,514,1426,589
66,9,1134,540,1183,623
66,10,1149,551,1207,642
66,11,1472,472,1507,531
66,12,1512,504,1555,577
66,13,896,607,951,703
66,15,1470,508,1523,594
66,16,1539,571,1597,670
66,17,1654,417,1693,489
66,18,1385,696,1454,815
66,19,746,643,798,750
66,21,639,548,681,637
66,47,1345,509,1397,554
66,51,1159,369,1177,409
67,8,1377,517,1429,588
67,9,1139,540,1189,624
67,10,1150,546,1211,642
67,11,1465,471,1503,536
67,12,1509,506,1553,579
67,13,894,606,952,703
67,15,1466,509,1519,594
67,16,1534,573,1592,670
67,17,1660,419,1699,489
67,18,1381,696,1448,816
67,19,742,642,793,749
67,21,646,548,688,636
67,47,1340,511,1397,560
67,51,1163,369,1181,410
68,8,1377,520,1431,589
68,9,1144,540,1194,625
68,10,1150,543,1212,642
68,11,1461,470,1498,536
68,12,1511,504,1557,582
68,13,895,606,956,705
68,15,1461,509,1517,596
68,16,1531,575,1585,669
68,17,1663,419,1703,490
68,18,1377,695,1444,816
68,19,738,641,790,750
68,21,654,547,696,636
68,47,1335,514,1400,572
68,51,1167,370,1185,410
69,8,1375,523,1433,591
69,9,1163,541,1218,638
69,10,1152,543,1213,642
69,11,1452,470,1495,543
69,12,1516,502,1561,578
69,13,895,605,957,706
69,15,1461,513,1516,597
69,16,1530,577,1585,673
69,17,1667,419,1707,490
69,18,1376,697,1440,816
69,19,736,640,789,748
69,21,662,548,704,637
69,47,1333,517,1403,584
69,51,1171,370,1189,410
70,8,1371,523,1434,592
70,9,1177,540,1226,633
70,10,1153,541,1215,643
70,11,1449,471,1490,544
70,12,1522,499,1566,572
70,13,892,604,954,705
70,15,1462,515,1516,597
70,16,1526,577,1579,675
70,17,1671,417,1712,491
70,18,1374,693,1440,817
70,19,735,639,788,747
70,21,669,548,711,636
70,47,1336,519,1404,585
70,51,1175,371,1193,411
71,8,1377,526,1439,593
71,9,1186,538,1233,630
71,10,1156,539,1216,641
71,11,1446,474,1488,548
71,12,1530,497,1573,570
71,13,891,603,951,705
71,15,1464,520,1514,597
71,16,1522,575,1576,678
71,17,1677,419,1718,491
71,18,1369,691,1437,815
71,19,734,639,786,742
71,21,678,552,719,637
71,47,1347,521,1410,582
71,51,1221,373,1239,414
72,8,1384,529,1442,593
72,9,1193,539,1239,634
72,10,1161,538,1219,641
72,11,1446,476,1487,550
72,12,1538,495,1585,575
72,13,891,604,948,704
72,15,1464,514,1513,591
72,16,1520,573,1574,678
72,17,1684,420,1725,491
72,18,1365,690,1434,812
72,19,731,638,782,740
72,21,686,555,726,638
72,47,1347,522,1410,584
72,51,1228,373,1246,414
73,8,1375,526,1436,593
73,9,1199,536,1245,633
73,10,1165,538,1221,641
73,11,1442,476,1483,552
73,12,1545,493,1593,574
73,13,891,604,947,703
73,15,1464,512,1515,595
73,16,1520,572,1575,677
73,17,1690,420,1731,491
73,18,1362,691,1432,811
73,19,727,638,777,741
73,21,695,560,733,639
73,47,1347,524,1411,587
73,51,1235,374,1254,415
74,8,1368,521,1433,593
74,9,1205,533,1251,633
74,10,1170,539,1225,641
74,11,1438,474,1480,553
74,12,1554,492,1601,567
74,13,888,605,944,704
74,15,1465,510,1515,594
74,16,1518,572,1572,671
74,17,1696,420,1738,492
74,18,1359,693,1430,811
74,19,724,638,774,742
74,21,704,562,741,638
74,47,1347,525,1412,589
74,51,1244,374,1263,415
75,8,1368,518,1434,592
75,9,1212,532,1259,636
75,10,1175,540,1227,641
75,11,1437,474,1479,554
75,12,1557,492,1601,558
75,13,885,608,941,705
75,15,1466,506,1517,595
75,16,1517,572,1571,670
75,17,1702,419,1744,492
75,18,1359,694,1430,811
75,19,726,637,774,739
75,21,711,564,749,640
75,47,1347,527,1413,591
75,51,1252,374,1271,416
76,8,1370,515,1439,592
76,9,1222,532,1267,635
76,10,1178,542,1229,642
76,11,1436,473,1479,554
76,12,1558,492,1607,566
76,13,882,610,939,705
76,15,1467,505,1518,594
76,16,1514,573,1568,670
76,17,1710,417,1752,491
76,18,1356,694,1426,811
76,19,726,636,775,738
76,21,721,565,759,642
76,47,1346,528,1413,593
76,51,1260,375,1278,416
77,8,1375,512,1445,590
77,9,1233,534,1277,635
77,10,1183,543,1234,642
77,11,1434,472,1478,553
77,12,1560,494,1615,579
77,13,881,610,940,705
77,15,1470,505,1521,592
77,16,1513,575,1567,671
77,17,1717,416,1758,491
