tacticam_track_id,broadcast_track_id,cosine_similarity
1,13,0.8627
12,16,0.8153
11,18,0.8036
10,12,0.7954
3,8,0.8333
2,11,0.8462
9,10,0.7842
16,17,0.7228
21,15,0.777
13,26,0.7808
14,19,0.8404
6,21,0.8042
5,9,0.8342
20,31,0.8702
17,47,0.9473
22,51,0.9611
36,65,0.9643
7,85,0.9799
8,71,0.9807
43,76,0.991
4,77,0.9848
42,64,0.9827
48,86,0.9933
