tacticam_track_id,broadcast_track_id,cosine_similarity
42,21,0.9879
43,16,0.9922
1,21,0.9841
2,11,0.9893
3,85,0.9886
4,10,0.9927
5,12,0.9901
6,15,0.9882
7,12,0.9878
8,11,0.9866
9,12,0.989
10,12,0.9899
11,12,0.989
12,16,0.9913
13,16,0.9852
14,9,0.9906
15,16,0.991
16,10,0.9912
17,16,0.993
18,11,0.9888
19,9,0.9863
20,16,0.9941
21,16,0.9925
22,19,0.9851
34,16,0.9875
36,10,0.99
42,21,0.9918
43,16,0.9926
1,9,0.9854
2,11,0.9881
3,15,0.9887
4,16,0.993
5,12,0.9887
6,10,0.9856
7,12,0.9881
8,18,0.9873
9,12,0.9902
10,12,0.9864
11,9,0.9891
12,16,0.9888
13,16,0.9891
14,9,0.9885
15,16,0.9915
16,85,0.9925
17,16,0.9923
18,16,0.9886
19,9,0.9868
20,16,0.9953
21,16,0.9907
22,19,0.9874
34,16,0.9863
36,10,0.9881
42,16,0.9891
43,21,0.9902
1,12,0.9868
2,11,0.9908
3,15,0.9885
4,85,0.9918
5,9,0.9891
6,76,0.9883
7,12,0.989
8,18,0.9882
9,16,0.9918
10,19,0.9891
11,9,0.9885
12,16,0.9918
13,21,0.9894
14,9,0.9912
15,16,0.9933
16,85,0.9918
17,16,0.9913
18,9,0.9889
19,21,0.9876
20,16,0.9968
21,10,0.9904
22,19,0.988
34,16,0.9905
36,12,0.9892
42,21,0.9908
43,16,0.9893
1,12,0.9897
2,9,0.9879
3,15,0.9894
4,16,0.9921
5,12,0.9872
6,12,0.9888
7,12,0.988
8,12,0.9887
9,10,0.9886
10,12,0.9884
11,9,0.9912
12,19,0.991
13,16,0.9896
14,19,0.9853
15,16,0.9921
16,16,0.994
17,16,0.9919
18,11,0.9898
19,21,0.9896
20,16,0.9946
21,10,0.9914
22,19,0.986
34,16,0.9889
36,10,0.9872
42,16,0.9895
43,16,0.9887
1,12,0.9908
2,16,0.9862
3,76,0.9892
4,16,0.9922
5,18,0.9895
6,10,0.989
7,9,0.9884
8,18,0.9883
9,10,0.9882
10,12,0.9871
11,9,0.9918
12,12,0.9906
13,21,0.9901
14,19,0.9871
15,16,0.9917
16,16,0.9908
17,16,0.9919
18,11,0.9876
19,21,0.9887
20,16,0.9941
21,16,0.9906
22,11,0.9875
34,16,0.988
36,10,0.9899
42,21,0.9898
43,16,0.9907
1,16,0.9894
2,16,0.9893
3,76,0.9878
4,16,0.9936
5,18,0.9872
6,10,0.989
7,9,0.9892
8,18,0.9889
9,76,0.9897
10,12,0.9888
11,9,0.991
12,16,0.9911
13,21,0.987
14,19,0.9883
15,16,0.9923
16,16,0.991
17,16,0.9909
18,11,0.9882
19,21,0.9906
20,16,0.9927
21,10,0.9928
22,19,0.9906
34,16,0.9885
36,10,0.991
42,19,0.9884
43,16,0.9884
1,19,0.9919
2,19,0.991
3,15,0.9883
4,16,0.9924
5,21,0.9873
6,8,0.9888
7,9,0.989
8,19,0.9891
9,16,0.9895
10,18,0.9873
11,9,0.9907
12,16,0.9913
13,16,0.985
14,19,0.9893
15,16,0.9925
16,16,0.9924
17,16,0.9899
18,9,0.9883
19,21,0.9903
20,19,0.9956
21,86,0.9913
22,19,0.9899
34,21,0.9892
36,10,0.9922
42,19,0.9878
43,19,0.9892
1,76,0.9897
2,19,0.9868
3,76,0.9887
4,16,0.9924
5,21,0.9888
6,8,0.9873
7,9,0.9883
8,18,0.9884
9,8,0.9896
10,9,0.9867
11,9,0.9913
12,12,0.989
13,16,0.9879
14,9,0.9896
15,16,0.9934
16,10,0.9931
17,12,0.9912
18,16,0.9904
19,21,0.9915
20,21,0.9963
21,19,0.9931
22,19,0.9865
34,16,0.9862
36,21,0.9901
42,19,0.9891
43,19,0.9929
1,19,0.9903
2,16,0.9886
3,16,0.9899
4,16,0.992
5,19,0.9872
6,12,0.987
7,9,0.9864
8,18,0.9902
9,16,0.9903
10,9,0.9872
11,9,0.992
12,16,0.9907
13,16,0.9835
14,9,0.9896
15,16,0.9941
16,10,0.9947
17,16,0.9924
18,16,0.9913
19,21,0.9896
20,21,0.9962
21,16,0.9941
22,19,0.9909
34,16,0.987
36,19,0.9891
42,19,0.9892
43,86,0.9927
1,19,0.9896
2,12,0.989
3,16,0.9899
4,16,0.9928
5,12,0.9899
6,85,0.9916
7,9,0.9898
8,19,0.99
9,12,0.9904
10,9,0.9856
11,9,0.9917
12,16,0.9909
13,10,0.983
14,9,0.9896
15,16,0.9947
16,10,0.9936
17,16,0.9932
18,21,0.9899
19,21,0.9894
20,9,0.9909
21,19,0.9941
22,19,0.9893
34,19,0.9901
36,21,0.9923
42,9,0.9891
43,86,0.993
1,76,0.9902
2,9,0.9892
3,8,0.9899
4,16,0.9875
5,12,0.989
6,16,0.9903
7,9,0.9894
8,9,0.9911
9,12,0.9913
10,16,0.9876
11,9,0.9918
12,16,0.9938
13,13,0.9857
14,9,0.9898
15,10,0.9923
16,10,0.9895
17,19,0.9932
18,16,0.9909
19,9,0.9905
20,9,0.9907
21,85,0.9906
22,19,0.9883
34,21,0.9869
36,21,0.9889
42,9,0.9893
43,16,0.9931
1,76,0.9892
2,12,0.9886
3,8,0.9845
4,16,0.9934
5,19,0.9907
6,16,0.9898
7,9,0.9895
8,19,0.9902
9,12,0.9911
10,11,0.9865
11,9,0.9903
12,16,0.99
13,11,0.9828
14,9,0.9905
15,10,0.9937
16,16,0.9905
17,19,0.9932
18,16,0.9893
19,9,0.9895
20,9,0.9883
21,16,0.9906
22,19,0.9901
34,19,0.987
36,21,0.9906
42,11,0.9898
43,19,0.9923
47,21,0.9869
1,76,0.9915
2,11,0.9902
3,76,0.9872
4,19,0.9942
5,12,0.9898
6,12,0.9903
7,9,0.9897
8,19,0.9884
9,12,0.99
10,11,0.9878
11,9,0.9916
12,16,0.9924
13,19,0.9837
14,16,0.9891
15,10,0.9941
16,16,0.9895
17,12,0.992
18,16,0.9906
19,9,0.9901
20,19,0.994
21,15,0.9877
22,13,0.9888
34,19,0.9889
36,21,0.9944
42,9,0.9889
43,21,0.9932
47,21,0.9907
48,86,0.9881
1,12,0.9894
2,12,0.9887
3,16,0.9902
4,16,0.9935
5,18,0.9905
6,12,0.9896
7,18,0.9895
8,19,0.9885
9,16,0.9888
10,9,0.9868
11,9,0.9909
12,16,0.9911
13,11,0.983
14,12,0.9883
15,10,0.9939
16,10,0.9914
17,12,0.9909
18,16,0.9913
19,21,0.9894
20,16,0.999
21,15,0.9876
22,12,0.9904
34,19,0.9887
36,21,0.9957
42,16,0.99
43,16,0.9922
47,21,0.9903
48,86,0.9892
1,10,0.9895
2,12,0.9881
3,16,0.9895
4,16,0.9943
5,18,0.9894
6,12,0.9895
7,9,0.9887
8,18,0.9899
9,12,0.9913
10,11,0.9872
11,9,0.991
12,16,0.9917
13,11,0.9851
14,12,0.9888
15,10,0.9927
16,12,0.9919
17,19,0.9936
18,16,0.9917
19,9,0.9903
20,21,0.9972
21,85,0.9911
22,19,0.9912
34,19,0.9873
36,21,0.9899
42,21,0.9893
43,16,0.9924
47,19,0.9867
48,86,0.9911
1,19,0.9914
2,11,0.9878
3,76,0.9903
4,16,0.9945
5,12,0.99
6,12,0.9904
7,19,0.9889
8,19,0.9915
9,10,0.9915
10,21,0.9879
11,9,0.9913
12,16,0.9936
13,21,0.9888
14,86,0.9891
15,10,0.9917
16,16,0.9908
17,19,0.9914
18,16,0.9899
19,86,0.9909
20,21,0.9949
21,85,0.9907
22,19,0.9883
34,19,0.9894
36,10,0.9874
42,21,0.9901
43,21,0.9925
47,12,0.9881
48,86,0.9936
1,12,0.993
2,12,0.9896
3,8,0.9899
4,16,0.9945
5,21,0.9883
6,12,0.9914
7,12,0.991
8,19,0.9917
9,76,0.9902
10,9,0.9868
11,9,0.9909
12,19,0.9922
13,86,0.99
14,19,0.9882
15,10,0.992
16,85,0.9912
17,12,0.991
18,21,0.9898
19,12,0.9914
20,12,0.9908
21,9,0.9902
22,19,0.9885
34,19,0.9901
36,21,0.9908
42,21,0.9898
43,21,0.9938
47,13,0.9873
48,86,0.9902
1,12,0.99
2,9,0.9895
3,76,0.9891
4,10,0.9938
5,9,0.9884
6,15,0.9897
7,19,0.9897
8,19,0.9907
9,76,0.9901
10,21,0.9875
11,9,0.9911
12,16,0.9922
13,21,0.9917
14,9,0.9897
15,12,0.9933
16,12,0.9924
17,16,0.9923
18,16,0.9896
19,21,0.9917
20,12,0.9908
21,12,0.9913
22,12,0.9886
34,19,0.9875
36,21,0.9926
42,21,0.9871
43,21,0.9946
47,21,0.9902
48,86,0.9916
1,86,0.9906
2,16,0.9887
3,12,0.9899
4,10,0.9921
5,9,0.9903
6,15,0.9907
7,19,0.99
8,19,0.9912
9,76,0.9894
10,64,0.9859
11,9,0.9923
12,16,0.9905
13,10,0.9893
14,19,0.9907
15,12,0.9922
16,10,0.9915
17,12,0.9912
18,19,0.9903
19,12,0.9905
20,16,0.991
21,85,0.9906
22,11,0.989
34,19,0.9899
36,10,0.9899
42,21,0.9898
43,86,0.995
47,13,0.9899
48,86,0.9914
1,12,0.9898
2,21,0.9898
3,12,0.9911
4,10,0.9921
5,19,0.991
6,15,0.9907
7,19,0.9892
8,19,0.991
9,12,0.991
10,21,0.9904
11,9,0.993
12,15,0.9893
13,16,0.9905
14,19,0.992
15,10,0.9929
16,12,0.9927
17,12,0.993
18,16,0.9908
19,12,0.9912
20,12,0.9909
21,76,0.9902
22,12,0.9891
34,19,0.9901
36,21,0.9938
42,9,0.9888
43,21,0.9942
47,10,0.9924
48,86,0.9919
1,12,0.9897
2,18,0.9891
3,76,0.9915
4,10,0.9938
5,19,0.9921
6,8,0.99
7,9,0.9879
8,19,0.9901
9,12,0.9904
10,21,0.9897
11,9,0.9919
12,16,0.99
13,16,0.9906
14,19,0.9915
15,10,0.993
16,12,0.9935
17,19,0.9935
18,21,0.9899
19,21,0.9914
21,85,0.9912
22,12,0.989
34,19,0.9918
36,21,0.9914
42,21,0.9904
43,21,0.9943
47,21,0.9918
48,86,0.992
49,19,0.9889
1,12,0.99
2,9,0.9889
3,16,0.9922
4,16,0.9926
5,19,0.9918
6,12,0.9908
7,9,0.9893
8,18,0.99
9,16,0.9907
10,12,0.988
11,9,0.9914
12,16,0.9911
13,16,0.9884
14,19,0.9917
15,12,0.9898
16,10,0.9929
17,16,0.9923
18,19,0.9916
19,21,0.9909
21,85,0.9919
22,11,0.9912
34,19,0.9915
36,16,0.9923
42,21,0.9893
43,21,0.9946
47,71,0.9921
48,86,0.9912
49,19,0.9883
1,12,0.991
2,11,0.9899
3,12,0.9904
4,16,0.9931
5,19,0.9893
6,12,0.989
7,12,0.989
8,19,0.9914
9,12,0.9902
10,21,0.9891
11,9,0.9915
12,16,0.9925
13,16,0.9879
14,12,0.9916
15,12,0.9906
16,85,0.9923
17,16,0.991
18,19,0.9906
19,12,0.9886
21,85,0.991
22,19,0.9914
34,16,0.99
36,10,0.9916
42,9,0.9897
43,21,0.9938
47,71,0.9904
48,86,0.9917
49,19,0.9897
1,12,0.9926
2,11,0.989
3,12,0.9909
4,12,0.9934
5,9,0.9906
6,10,0.9902
7,18,0.9895
8,18,0.9915
9,12,0.9916
10,19,0.9889
11,9,0.9924
12,16,0.9936
13,16,0.9884
14,12,0.9907
15,10,0.9919
16,16,0.9915
17,10,0.9912
18,9,0.9894
19,9,0.9911
21,85,0.9908
22,19,0.992
34,16,0.9876
36,10,0.9932
42,19,0.9914
43,21,0.9942
47,11,0.9907
48,86,0.9912
49,19,0.9912
1,12,0.9928
2,11,0.9884
3,10,0.9915
4,10,0.9924
5,9,0.9893
6,12,0.9894
7,9,0.9913
8,18,0.9904
9,16,0.9926
10,71,0.988
11,9,0.9922
12,16,0.9925
13,71,0.9889
14,19,0.9911
15,10,0.9878
16,85,0.9908
17,16,0.9933
18,9,0.9886
19,18,0.9903
21,12,0.9915
22,12,0.9902
34,11,0.9852
36,13,0.9937
42,21,0.9929
43,21,0.9955
47,71,0.9921
48,86,0.991
49,19,0.9923
1,12,0.9915
2,12,0.9896
3,12,0.9921
4,12,0.9936
5,86,0.991
6,12,0.9905
7,9,0.9907
8,18,0.988
9,10,0.992
10,12,0.9886
11,9,0.9917
12,12,0.9916
13,21,0.99
14,12,0.9915
15,12,0.9934
16,85,0.9924
17,12,0.9917
18,9,0.99
19,9,0.9911
21,85,0.9916
22,13,0.9915
34,86,0.9882
36,16,0.9925
42,11,0.9902
43,21,0.996
47,13,0.991
48,86,0.9904
49,19,0.9915
1,12,0.9917
2,11,0.9902
3,12,0.9933
4,12,0.9931
5,9,0.9919
6,12,0.9885
7,19,0.9912
8,19,0.9893
9,12,0.9922
10,21,0.9892
11,9,0.9923
12,12,0.9919
13,86,0.9905
14,19,0.9913
15,10,0.9919
16,10,0.9939
17,85,0.9924
18,16,0.9914
19,9,0.9913
21,85,0.9923
22,13,0.9915
34,16,0.9869
36,21,0.994
42,12,0.9896
47,71,0.9915
48,86,0.9911
49,19,0.9914
1,12,0.9919
2,11,0.9894
3,85,0.9946
4,10,0.9931
5,9,0.9919
6,12,0.9896
7,21,0.9886
8,19,0.9899
9,12,0.9909
10,11,0.9896
11,9,0.9922
12,16,0.9897
13,86,0.9909
14,19,0.991
15,10,0.9921
16,10,0.9928
17,85,0.9891
18,16,0.9906
19,18,0.9912
21,85,0.9912
22,19,0.9922
34,86,0.9907
36,21,0.9942
42,19,0.9903
47,11,0.9912
48,86,0.9907
49,21,0.9876
1,12,0.9927
2,19,0.991
3,86,0.9935
4,10,0.9904
5,9,0.9929
6,12,0.9881
7,86,0.9885
8,19,0.9886
9,12,0.9902
10,19,0.9893
11,9,0.9924
12,12,0.9901
13,12,0.9886
14,19,0.989
15,10,0.9924
16,85,0.9921
17,76,0.9895
18,16,0.9898
19,12,0.9923
21,85,0.9919
22,21,0.9904
34,86,0.9888
36,21,0.9951
42,9,0.9919
47,21,0.9908
48,86,0.9912
49,21,0.9893
1,12,0.9933
2,9,0.9904
3,86,0.9927
4,12,0.9933
5,9,0.9917
6,12,0.9924
7,86,0.9896
8,19,0.9883
9,12,0.991
10,19,0.9955
11,9,0.992
12,16,0.9928
13,12,0.9894
14,19,0.9887
15,10,0.9939
16,12,0.9919
17,12,0.9888
18,16,0.9893
19,12,0.9909
21,12,0.9911
22,10,0.9897
34,19,0.9893
36,21,0.9951
42,9,0.9911
47,12,0.991
48,86,0.9918
49,19,0.9911
1,12,0.9935
2,9,0.9896
3,86,0.99
4,10,0.9902
5,18,0.9899
6,12,0.99
7,21,0.9903
8,19,0.9891
9,12,0.9913
10,19,0.9939
11,9,0.9914
12,12,0.9915
13,71,0.9891
14,19,0.9899
15,15,0.9934
16,16,0.9916
17,12,0.9891
18,9,0.9889
19,9,0.9907
21,12,0.9914
22,12,0.9908
34,86,0.9916
36,21,0.9947
42,21,0.9909
47,12,0.9904
48,71,0.9902
49,19,0.989
1,12,0.9919
2,19,0.9916
3,86,0.9922
4,12,0.9919
5,9,0.9904
6,12,0.99
7,9,0.9909
8,19,0.9902
9,11,0.9911
10,19,0.9937
11,9,0.9923
12,86,0.9902
13,71,0.9901
14,19,0.9904
15,10,0.9931
16,12,0.9917
17,12,0.9892
18,16,0.9894
19,9,0.9909
21,12,0.9913
22,19,0.9887
34,19,0.9921
36,21,0.9943
42,11,0.991
47,12,0.9916
48,86,0.9908
49,19,0.9898
1,12,0.9931
2,12,0.9893
3,12,0.9929
4,10,0.9926
5,9,0.9905
6,12,0.9913
7,19,0.9915
8,19,0.9896
9,12,0.9909
11,21,0.9923
12,16,0.9919
13,86,0.9881
14,19,0.9909
15,13,0.9929
16,16,0.9916
17,12,0.9902
18,16,0.9898
19,21,0.9918
21,11,0.991
22,21,0.9927
34,86,0.9904
36,21,0.9953
42,21,0.9918
47,21,0.9917
48,86,0.9914
49,21,0.9892
1,85,0.9917
2,11,0.9901
3,10,0.9911
4,10,0.9919
5,9,0.9908
6,12,0.9923
7,19,0.9917
8,19,0.9902
9,12,0.9927
11,9,0.9922
12,16,0.9924
13,21,0.9891
14,9,0.992
15,10,0.9943
16,85,0.9917
17,12,0.9901
18,11,0.9883
19,9,0.9924
21,12,0.9934
22,19,0.9918
34,86,0.9904
36,21,0.9956
42,21,0.9905
47,12,0.9911
48,86,0.9916
49,21,0.9892
51,21,0.9904
1,12,0.9936
2,21,0.9908
3,16,0.9928
4,10,0.9911
5,9,0.9913
6,12,0.9923
7,21,0.9913
8,19,0.9897
9,12,0.9928
11,21,0.9926
12,16,0.9938
13,13,0.9895
14,9,0.991
15,12,0.9938
16,85,0.993
17,12,0.9917
18,11,0.9875
19,21,0.991
21,12,0.9926
22,12,0.9915
34,86,0.9884
36,21,0.9961
42,21,0.9942
47,12,0.9907
48,86,0.9919
49,19,0.992
51,21,0.9884
1,12,0.9934
2,21,0.9912
3,76,0.9905
4,12,0.9918
5,9,0.9917
6,12,0.9916
7,19,0.9911
8,12,0.9906
9,12,0.9919
11,12,0.9899
12,16,0.9936
13,86,0.9901
14,12,0.9907
15,12,0.9936
16,12,0.9919
17,12,0.99
18,21,0.9892
19,12,0.9908
21,10,0.9932
22,12,0.9913
34,86,0.989
36,21,0.9956
42,21,0.9942
47,12,0.9896
48,86,0.9918
49,19,0.9904
51,21,0.9898
1,12,0.9931
2,21,0.992
3,86,0.9913
4,10,0.9909
5,9,0.9906
6,12,0.9924
7,19,0.9915
8,12,0.9897
9,12,0.9925
11,9,0.9905
12,16,0.9906
13,13,0.9901
14,21,0.9912
15,12,0.993
16,12,0.9902
17,12,0.9902
18,9,0.9902
19,9,0.9925
21,12,0.9939
22,86,0.989
34,86,0.9908
36,21,0.9949
42,21,0.9925
47,21,0.9915
48,86,0.9922
49,19,0.9897
51,21,0.9908
1,85,0.9919
2,19,0.9912
3,12,0.9909
4,10,0.9928
5,9,0.9906
6,12,0.9927
7,18,0.9911
8,12,0.9891
9,12,0.9922
11,9,0.9927
12,21,0.9936
13,86,0.9906
14,21,0.991
15,12,0.9929
16,12,0.9916
17,12,0.9902
18,19,0.9926
19,9,0.9909
21,12,0.9932
22,12,0.9899
34,86,0.993
36,21,0.9945
42,21,0.9911
47,21,0.9926
48,86,0.9927
49,21,0.9863
51,21,0.9909
1,85,0.9927
2,11,0.99
3,12,0.9909
4,10,0.9932
5,21,0.9911
6,12,0.9929
7,19,0.9932
8,19,0.9886
9,12,0.9928
11,9,0.9922
12,21,0.9925
13,21,0.9882
14,21,0.9906
15,12,0.9934
16,12,0.9912
17,12,0.9906
18,19,0.9922
19,9,0.9907
21,12,0.9939
22,12,0.9919
34,86,0.992
36,21,0.996
42,11,0.9901
47,86,0.993
48,86,0.9929
49,16,0.9891
51,21,0.9921
1,85,0.9932
2,11,0.99
3,12,0.9918
4,16,0.9939
5,9,0.9911
6,12,0.992
7,21,0.9927
8,86,0.9894
9,12,0.9933
11,12,0.9907
12,76,0.9911
13,12,0.9887
14,19,0.9903
15,12,0.9938
16,12,0.9887
17,12,0.9907
18,21,0.9924
19,9,0.9909
21,12,0.9907
22,12,0.9909
34,86,0.9912
36,21,0.9962
42,21,0.9917
47,21,0.994
48,86,0.992
49,16,0.9886
51,21,0.9923
1,12,0.9928
2,11,0.9908
3,12,0.993
4,12,0.9939
5,21,0.9919
6,12,0.9907
7,16,0.993
8,18,0.9895
9,10,0.9916
11,12,0.9911
12,12,0.9911
13,12,0.9879
14,21,0.9899
15,12,0.9932
16,16,0.9906
17,12,0.9911
18,21,0.9933
19,18,0.9907
21,12,0.9915
22,12,0.9919
34,86,0.9912
36,21,0.9972
42,16,0.9925
47,21,0.9936
48,86,0.9917
49,19,0.9909
51,21,0.9934
1,12,0.9917
2,11,0.9908
3,12,0.9931
4,12,0.9925
5,9,0.9914
6,12,0.9908
7,21,0.9936
8,12,0.989
9,12,0.9927
11,9,0.9905
12,12,0.9916
13,12,0.9906
14,19,0.9924
15,12,0.9932
16,10,0.9909
17,12,0.9917
18,19,0.9933
19,9,0.9898
21,12,0.9941
22,12,0.9912
34,86,0.9931
36,19,0.9977
42,9,0.9912
47,21,0.9931
48,86,0.9916
49,19,0.9915
51,71,0.9902
1,12,0.9916
2,21,0.9921
3,12,0.9929
4,12,0.9935
5,9,0.9922
6,12,0.9897
7,21,0.9921
8,18,0.9892
9,12,0.9935
11,21,0.9908
12,12,0.9916
13,71,0.9901
14,12,0.9915
15,12,0.994
16,12,0.9935
17,12,0.9916
18,19,0.9933
19,18,0.9897
21,85,0.9947
22,12,0.9912
34,86,0.9931
36,19,0.9982
42,19,0.9935
47,21,0.9931
48,86,0.9917
49,12,0.9931
51,10,0.9887
1,12,0.9924
2,19,0.9915
3,12,0.9935
4,10,0.9927
5,9,0.992
6,12,0.9893
7,21,0.9904
8,19,0.9897
9,12,0.992
11,12,0.9899
12,12,0.9924
13,12,0.9902
14,12,0.9909
15,12,0.9944
16,12,0.9933
17,12,0.9911
18,19,0.9927
19,12,0.9889
21,85,0.9925
22,13,0.9907
34,86,0.9928
36,86,0.9931
42,21,0.9908
47,21,0.9933
48,86,0.9914
49,12,0.9921
51,11,0.9875
1,85,0.9926
2,21,0.9909
3,12,0.9922
4,10,0.9936
5,21,0.9913
6,12,0.9912
7,86,0.991
8,9,0.989
9,12,0.994
11,19,0.9919
12,16,0.9923
13,86,0.9908
14,19,0.9917
15,12,0.9942
16,16,0.9931
17,12,0.9922
18,19,0.9938
19,18,0.9898
21,12,0.9918
22,13,0.9911
34,86,0.9925
36,21,0.9891
42,21,0.9923
47,21,0.9908
48,86,0.9917
49,12,0.9932
51,12,0.9876
1,85,0.9916
2,21,0.9907
3,12,0.9939
4,10,0.9947
5,18,0.9926
6,12,0.9927
7,86,0.9919
8,19,0.9909
9,12,0.9939
11,21,0.991
12,16,0.993
13,21,0.99
14,21,0.9919
15,12,0.9939
16,12,0.9916
17,12,0.9914
18,9,0.9912
19,18,0.991
21,85,0.9919
22,13,0.9928
34,86,0.9928
36,21,0.9919
42,18,0.9909
47,13,0.9894
48,86,0.9921
49,12,0.9933
51,13,0.9864
1,85,0.9915
2,11,0.9906
3,12,0.9935
4,10,0.9947
5,9,0.9919
6,12,0.992
7,19,0.9907
8,19,0.9901
9,12,0.9942
11,9,0.9916
12,16,0.9937
13,86,0.9896
14,21,0.9921
15,12,0.9946
16,12,0.9928
17,12,0.9932
18,12,0.992
19,11,0.9896
21,85,0.9935
22,12,0.9919
34,86,0.9929
36,11,0.9912
42,86,0.9915
47,19,0.9884
48,86,0.9933
49,12,0.994
51,71,0.9864
1,21,0.9918
2,12,0.9913
3,10,0.9938
4,12,0.9942
5,9,0.9909
6,12,0.9925
7,21,0.9907
8,86,0.9898
9,12,0.9934
11,9,0.9904
12,21,0.9931
13,86,0.992
14,12,0.9921
15,12,0.9931
16,12,0.9919
17,12,0.9931
18,12,0.9916
19,18,0.9906
21,85,0.9932
22,12,0.9932
34,86,0.9928
36,86,0.9914
42,21,0.992
47,12,0.9885
48,86,0.9926
49,12,0.9937
51,71,0.9869
1,85,0.9922
2,86,0.992
3,86,0.9944
4,10,0.9948
5,9,0.9915
6,12,0.9929
7,86,0.99
8,19,0.9886
9,76,0.9931
11,12,0.9909
12,21,0.9927
13,86,0.9901
14,21,0.9919
15,12,0.9948
16,12,0.994
17,12,0.9935
18,12,0.9921
19,11,0.9901
21,12,0.9918
22,12,0.9942
34,86,0.9925
36,13,0.9909
42,12,0.9918
47,11,0.9888
48,86,0.9923
49,86,0.9944
51,11,0.9882
1,12,0.9921
2,21,0.9922
3,12,0.994
4,12,0.9946
5,9,0.9914
6,12,0.9925
7,19,0.992
8,9,0.9891
9,12,0.9924
11,9,0.9914
12,12,0.9923
13,13,0.9884
14,12,0.9923
15,12,0.9951
16,12,0.9926
17,12,0.994
18,86,0.9915
19,12,0.9916
21,12,0.9926
22,12,0.9955
34,86,0.9927
36,11,0.9913
42,18,0.9911
47,13,0.9876
48,86,0.992
49,12,0.9946
51,13,0.989
1,85,0.9922
2,21,0.991
3,10,0.9939
4,12,0.9941
5,12,0.9926
6,12,0.992
7,21,0.9931
8,18,0.9893
9,12,0.9922
11,86,0.993
12,16,0.9917
13,12,0.9908
14,12,0.9922
15,12,0.9937
16,12,0.9924
17,12,0.9932
18,21,0.9923
19,19,0.9921
21,12,0.9929
22,12,0.9933
34,86,0.9925
36,16,0.9905
42,19,0.9922
47,13,0.9884
48,86,0.9921
49,21,0.9948
51,86,0.9884
1,85,0.9927
2,86,0.9918
3,12,0.9941
4,12,0.9948
5,9,0.991
6,12,0.9918
7,19,0.9929
8,12,0.9907
9,12,0.9929
11,9,0.9911
12,12,0.9925
13,86,0.9914
14,12,0.9928
15,12,0.9923
16,12,0.9939
17,12,0.9931
18,12,0.9915
19,21,0.9913
21,12,0.9928
22,12,0.9941
34,86,0.9915
36,11,0.9914
42,12,0.9915
47,13,0.9883
48,86,0.9919
49,21,0.9946
51,13,0.9879
1,12,0.9926
2,21,0.992
3,11,0.9935
4,12,0.9949
5,12,0.9919
6,12,0.9917
7,19,0.9926
8,18,0.99
9,12,0.9938
11,9,0.9913
12,12,0.9937
13,12,0.9911
14,19,0.9915
15,12,0.9933
16,11,0.9943
17,12,0.9932
18,19,0.9927
19,21,0.9925
21,85,0.9936
22,12,0.9925
34,86,0.9914
36,11,0.9909
42,19,0.9916
47,12,0.9902
48,86,0.9915
49,21,0.9953
51,21,0.9906
1,12,0.9926
2,21,0.9913
3,12,0.9949
4,12,0.9941
5,9,0.9923
6,12,0.9913
7,86,0.992
8,12,0.9906
9,12,0.9938
11,9,0.9915
12,16,0.994
13,21,0.991
14,12,0.9917
15,12,0.9928
16,12,0.995
17,12,0.9934
18,19,0.9925
19,21,0.9907
21,85,0.9924
22,12,0.9929
34,86,0.992
36,11,0.9916
42,12,0.9907
47,12,0.9922
48,86,0.992
49,21,0.9947
51,12,0.9904
1,12,0.993
2,21,0.9922
3,12,0.9949
4,12,0.9927
5,9,0.9927
6,12,0.9916
7,21,0.9911
8,12,0.9895
9,12,0.9923
11,9,0.9913
12,86,0.9929
13,12,0.992
14,12,0.9908
15,12,0.9923
16,12,0.9944
17,12,0.9921
18,12,0.9926
19,21,0.9917
21,85,0.992
22,13,0.9924
34,86,0.9896
36,11,0.99
42,86,0.9911
47,21,0.9886
48,86,0.9916
49,86,0.9916
51,86,0.9891
1,85,0.9938
2,86,0.9905
3,12,0.9949
4,12,0.9921
5,9,0.9926
6,12,0.9925
7,86,0.9918
8,19,0.9892
9,12,0.9923
11,9,0.9914
12,86,0.9939
13,86,0.9927
14,12,0.9918
15,12,0.9918
16,12,0.9941
17,12,0.9925
18,12,0.9914
19,9,0.9915
21,85,0.9936
22,13,0.9912
34,86,0.9898
36,12,0.9902
42,21,0.9922
47,86,0.9927
48,86,0.9911
49,86,0.9918
51,11,0.991
1,85,0.9935
2,21,0.9905
3,12,0.9946
4,12,0.9941
5,9,0.9927
6,12,0.993
7,86,0.9918
8,86,0.9892
9,12,0.9939
11,9,0.992
12,12,0.993
13,86,0.992
14,12,0.9918
15,12,0.9927
16,12,0.9942
17,12,0.9934
18,86,0.9916
19,21,0.9926
21,85,0.9933
22,13,0.9912
34,86,0.9921
36,11,0.9927
42,19,0.9924
47,11,0.9904
48,86,0.9917
49,86,0.9926
51,11,0.9903
1,12,0.9938
2,86,0.9916
3,86,0.9943
4,12,0.9952
5,9,0.9925
6,12,0.9939
7,86,0.9915
8,86,0.9913
9,12,0.9937
11,9,0.9908
12,19,0.9945
13,71,0.9908
14,12,0.9919
15,12,0.9938
16,12,0.9954
17,85,0.9938
18,19,0.9912
19,21,0.9921
21,85,0.9946
22,13,0.9922
34,86,0.9913
36,86,0.9917
42,21,0.9909
47,86,0.9899
48,86,0.9919
49,86,0.9922
51,11,0.99
