tacticam_track_id,broadcast_track_id,cosine_similarity
19,11,0.9695
20,11,0.972
21,15,0.98
22,64,0.9601
34,11,0.9748
1,13,0.9718
2,11,0.9622
3,16,0.9712
4,13,0.9673
5,11,0.9685
6,16,0.9758
7,11,0.959
8,12,0.9741
9,15,0.9709
10,19,0.9715
11,9,0.9706
12,76,0.9774
13,16,0.9668
14,47,0.9727
15,16,0.9689
16,15,0.9684
17,8,0.9747
18,11,0.9724
19,11,0.9686
20,11,0.9693
21,13,0.9659
22,17,0.9577
34,11,0.9757
1,13,0.9723
2,12,0.9671
3,13,0.9745
4,13,0.9737
5,11,0.9705
6,15,0.9777
7,18,0.9673
8,12,0.9711
9,15,0.9729
10,12,0.9721
11,12,0.9763
12,16,0.9734
13,12,0.9575
14,47,0.9724
15,13,0.9746
16,15,0.9739
17,8,0.9736
18,12,0.9726
19,12,0.9681
20,11,0.9721
21,13,0.9764
22,17,0.9526
34,16,0.977
1,13,0.9658
2,18,0.9741
3,16,0.9739
4,13,0.973
5,18,0.9669
6,15,0.9778
7,18,0.9732
8,11,0.968
9,15,0.9714
10,19,0.9775
11,12,0.9704
12,16,0.9745
13,11,0.9611
14,47,0.9701
15,13,0.9724
16,13,0.9745
17,8,0.9718
18,11,0.9731
19,12,0.9702
20,11,0.9752
21,15,0.9715
22,64,0.9499
34,16,0.9683
1,13,0.9737
2,11,0.9696
3,16,0.974
4,15,0.9731
5,18,0.9709
6,15,0.9754
7,18,0.9691
8,16,0.9705
9,16,0.975
10,19,0.9742
11,47,0.9731
12,13,0.9689
13,11,0.956
14,47,0.974
15,13,0.9767
16,15,0.9731
17,8,0.9723
18,11,0.9722
19,12,0.9773
20,11,0.9704
21,10,0.9773
22,17,0.9575
34,11,0.9665
1,15,0.9757
2,11,0.9758
3,16,0.9715
4,15,0.9758
5,18,0.9714
6,13,0.9805
7,18,0.9765
8,12,0.9735
9,15,0.9787
10,18,0.971
11,12,0.9727
12,13,0.9671
13,47,0.9648
14,12,0.9722
15,13,0.972
16,15,0.9768
17,13,0.9749
18,11,0.9716
19,12,0.9743
20,12,0.9711
21,15,0.9675
22,47,0.955
34,16,0.9741
36,21,0.9789
1,10,0.9784
2,11,0.9779
3,16,0.9727
4,13,0.9761
5,12,0.9732
6,8,0.9757
7,11,0.9703
8,12,0.9814
9,10,0.9719
10,19,0.9729
11,11,0.968
12,15,0.9793
13,11,0.9721
14,12,0.974
15,16,0.9717
16,16,0.9752
17,8,0.9718
18,11,0.9733
19,12,0.9718
20,12,0.9747
21,15,0.9692
22,19,0.959
34,21,0.9765
36,21,0.9776
1,11,0.9749
2,12,0.973
3,15,0.974
4,13,0.9763
5,12,0.9827
6,10,0.9798
7,12,0.9728
8,18,0.9827
9,13,0.9743
10,18,0.9643
11,12,0.9708
12,16,0.9755
13,12,0.9709
14,12,0.9771
15,13,0.9706
16,15,0.9803
17,16,0.9745
18,11,0.979
19,12,0.9755
20,11,0.9766
21,16,0.975
22,10,0.9679
34,16,0.9769
36,15,0.9705
1,16,0.9708
2,47,0.9763
3,15,0.9727
4,15,0.9762
5,12,0.9779
6,15,0.9776
7,12,0.9772
8,12,0.9841
9,10,0.9739
10,18,0.967
11,12,0.9762
12,16,0.9756
13,11,0.967
14,12,0.9759
15,15,0.9773
16,16,0.9796
17,47,0.9692
18,11,0.9743
19,12,0.9743
20,11,0.9757
21,15,0.9758
22,10,0.9715
34,11,0.9736
36,15,0.9744
1,13,0.9732
2,11,0.9748
3,15,0.9746
4,16,0.976
5,12,0.9778
6,15,0.9714
7,9,0.9748
8,12,0.9805
9,15,0.9753
10,19,0.9702
11,12,0.9786
12,15,0.9736
13,9,0.968
14,12,0.9756
15,19,0.9715
16,16,0.9818
17,8,0.9721
18,11,0.9805
19,9,0.9776
20,12,0.9854
21,10,0.9739
22,19,0.9689
34,11,0.9743
36,15,0.9774
1,13,0.9771
2,11,0.9736
3,16,0.9763
4,16,0.9782
5,11,0.9781
6,16,0.973
7,12,0.9742
8,12,0.985
9,10,0.9772
10,12,0.9736
11,12,0.9744
12,16,0.9773
13,11,0.9673
14,9,0.9739
15,13,0.975
16,16,0.9782
17,8,0.9674
18,11,0.979
19,18,0.976
20,19,0.9819
21,15,0.9797
22,47,0.9705
34,11,0.9717
36,15,0.9791
1,13,0.9774
2,12,0.977
3,15,0.9712
4,16,0.9801
5,18,0.9764
6,11,0.9708
7,12,0.9779
8,12,0.9818
9,13,0.9705
10,12,0.977
11,11,0.9793
12,16,0.9796
13,11,0.9751
14,9,0.974
15,16,0.9859
16,15,0.9775
17,13,0.9683
18,11,0.9774
19,11,0.9778
20,47,0.9803
21,13,0.9776
22,47,0.9743
34,11,0.9726
36,15,0.9768
1,16,0.9775
2,11,0.9746
3,15,0.9732
4,16,0.9753
5,18,0.9818
6,15,0.9794
7,11,0.976
8,18,0.9811
9,15,0.9726
10,18,0.9826
11,11,0.9769
12,15,0.9742
13,11,0.9742
14,47,0.9722
15,16,0.9814
16,15,0.9814
17,16,0.9765
18,11,0.9779
19,11,0.9755
20,9,0.9795
21,15,0.9769
22,47,0.9726
34,11,0.9743
36,15,0.973
1,16,0.9833
2,12,0.9779
3,15,0.9819
4,13,0.9802
5,9,0.9785
6,15,0.9766
7,11,0.9788
8,12,0.9825
9,15,0.9744
10,12,0.9796
11,11,0.9782
12,16,0.9721
13,12,0.9733
14,12,0.9778
15,16,0.9835
16,15,0.9811
17,15,0.9789
18,11,0.9791
19,11,0.978
20,11,0.9806
21,16,0.9802
22,19,0.9677
34,11,0.9732
36,15,0.9795
1,16,0.9767
2,11,0.981
3,15,0.974
4,15,0.9772
5,12,0.9784
6,10,0.9805
7,11,0.9782
8,18,0.9843
9,15,0.9723
10,18,0.9793
11,12,0.9798
12,16,0.9774
13,12,0.9738
14,12,0.9793
15,16,0.9801
16,15,0.9797
17,16,0.983
18,11,0.9787
19,12,0.9791
20,47,0.9783
21,13,0.9711
22,19,0.9717
34,11,0.9752
36,15,0.9766
1,16,0.9772
2,11,0.9811
3,13,0.9801
4,16,0.9815
5,18,0.9796
6,15,0.9794
7,18,0.9748
8,12,0.9856
9,15,0.975
10,18,0.9794
11,12,0.9802
12,16,0.9828
13,12,0.9716
14,12,0.9764
15,16,0.9765
16,15,0.9809
17,16,0.981
18,11,0.9829
19,12,0.9822
20,12,0.9779
21,15,0.9833
22,19,0.9721
34,16,0.9791
36,15,0.9782
1,16,0.9796
2,11,0.9792
3,15,0.9825
4,15,0.9789
5,12,0.9785
6,15,0.9799
7,11,0.9727
8,12,0.9816
9,15,0.9747
10,12,0.9821
11,12,0.9809
12,13,0.9804
13,16,0.9778
14,12,0.9779
15,15,0.9737
16,15,0.9814
17,16,0.9844
18,9,0.9803
19,12,0.978
20,11,0.9805
21,15,0.9802
22,17,0.9794
34,11,0.9807
36,15,0.9754
1,76,0.9798
2,9,0.9777
3,15,0.9825
4,16,0.9808
5,18,0.9784
6,10,0.9798
7,12,0.976
8,18,0.9861
9,13,0.9761
10,12,0.9776
11,11,0.9784
12,16,0.9786
13,9,0.9672
14,12,0.9765
15,16,0.9802
16,16,0.9743
17,16,0.9843
18,12,0.9808
19,12,0.9816
20,11,0.9817
21,15,0.9808
22,9,0.9722
34,11,0.9777
36,15,0.9788
1,76,0.9817
2,11,0.9784
3,15,0.9798
4,15,0.9855
5,12,0.9814
6,13,0.9806
7,9,0.9796
8,12,0.9843
9,10,0.9737
10,12,0.9758
11,12,0.9773
12,16,0.9823
13,12,0.9755
14,12,0.9754
15,16,0.9846
16,16,0.9801
17,16,0.9833
18,12,0.9831
19,12,0.9853
20,47,0.9791
21,16,0.9812
22,19,0.9756
34,11,0.9765
36,15,0.9773
1,13,0.9849
2,11,0.9794
3,15,0.9784
4,15,0.9823
5,12,0.982
6,15,0.9791
7,11,0.9841
8,12,0.9791
9,16,0.9759
10,18,0.9779
11,12,0.9781
12,16,0.9781
13,16,0.9771
14,12,0.9734
15,16,0.9812
16,16,0.9821
17,16,0.9787
18,12,0.9834
19,12,0.985
20,47,0.9823
21,15,0.9813
22,19,0.9787
34,16,0.9774
36,15,0.9778
1,13,0.9856
2,11,0.9774
3,15,0.9799
4,15,0.9795
5,12,0.9818
6,15,0.9824
7,11,0.9844
8,12,0.9853
9,10,0.9791
10,18,0.9803
11,12,0.9797
12,16,0.9798
13,16,0.9753
14,9,0.9777
15,15,0.9816
16,16,0.9842
17,13,0.9777
18,11,0.9817
19,12,0.9832
20,16,0.9866
21,15,0.9817
22,19,0.9794
34,11,0.9746
36,15,0.9794
1,15,0.9786
2,18,0.978
3,15,0.9813
4,16,0.9853
5,12,0.983
6,13,0.9788
7,18,0.9813
8,12,0.9846
9,8,0.9779
10,12,0.9805
11,11,0.9795
12,16,0.9814
13,16,0.9788
14,9,0.9801
15,16,0.9797
16,76,0.9815
17,13,0.9742
18,11,0.9803
19,11,0.984
20,16,0.9833
21,15,0.9765
22,64,0.972
34,16,0.9826
36,16,0.9794
1,8,0.9861
2,11,0.9795
3,10,0.9835
4,16,0.9846
5,12,0.983
6,15,0.9844
7,11,0.9794
8,12,0.9852
9,8,0.9764
10,12,0.9812
11,12,0.9819
12,16,0.9803
13,16,0.9829
14,9,0.9793
15,15,0.9848
16,10,0.9795
17,10,0.9751
18,11,0.9808
19,12,0.9805
20,12,0.9812
21,15,0.9803
22,51,0.9855
34,16,0.9803
36,16,0.9808
1,13,0.9841
2,12,0.9814
3,15,0.9837
4,13,0.9797
5,12,0.9865
6,16,0.9849
7,18,0.9822
8,12,0.9868
9,10,0.9761
10,12,0.9754
11,12,0.981
12,16,0.9796
13,12,0.9754
14,9,0.9822
15,15,0.9853
16,10,0.9806
17,16,0.9818
18,11,0.9779
19,12,0.9834
20,11,0.9823
21,16,0.9818
22,64,0.9777
34,16,0.9814
36,10,0.9776
1,16,0.9844
2,12,0.9808
3,15,0.9816
4,16,0.9844
5,12,0.9857
6,16,0.9803
7,11,0.9807
8,12,0.9865
9,8,0.975
10,12,0.9837
11,11,0.9798
12,10,0.9759
13,9,0.9794
14,12,0.9812
15,13,0.9781
16,16,0.9819
17,16,0.979
18,12,0.984
19,12,0.9828
20,19,0.9855
21,21,0.9815
22,19,0.9789
34,11,0.984
36,21,0.9791
1,16,0.9827
2,9,0.9838
3,15,0.983
4,15,0.9861
5,12,0.9826
6,15,0.9842
7,12,0.9829
8,12,0.9856
9,21,0.9798
10,12,0.985
11,11,0.9807
12,15,0.9846
13,11,0.9744
14,12,0.9819
15,13,0.9799
16,16,0.9812
17,16,0.9759
18,11,0.9825
19,12,0.9846
20,47,0.9798
21,8,0.9809
22,19,0.9786
34,16,0.9774
36,76,0.9803
1,16,0.9832
2,12,0.9811
3,13,0.9803
4,16,0.9828
5,12,0.9831
6,10,0.9862
7,11,0.9842
8,12,0.9861
9,21,0.9763
10,12,0.9848
11,11,0.9815
12,15,0.9825
13,11,0.9793
14,11,0.9806
15,21,0.9801
16,16,0.9849
17,16,0.9838
18,11,0.9851
19,12,0.9789
20,16,0.9879
21,15,0.9807
22,19,0.9754
34,16,0.983
36,76,0.9838
1,13,0.9769
2,9,0.9823
3,15,0.9814
4,15,0.9848
5,11,0.9811
6,10,0.9831
7,12,0.9832
8,12,0.9877
9,21,0.9796
10,11,0.9818
11,11,0.9843
12,16,0.9799
13,12,0.9788
14,12,0.9836
15,16,0.9783
16,16,0.9813
17,16,0.9799
18,11,0.9862
19,12,0.9825
20,12,0.9845
21,16,0.9834
22,9,0.9772
34,16,0.9836
36,15,0.9814
1,21,0.9851
2,9,0.9811
3,13,0.9801
4,16,0.9865
5,18,0.9859
6,10,0.9839
7,12,0.9831
8,12,0.9863
9,21,0.9796
10,12,0.9845
11,9,0.9855
12,16,0.9861
13,16,0.9836
14,12,0.983
15,19,0.9896
16,21,0.9809
17,16,0.9769
18,11,0.9842
19,18,0.9811
20,12,0.9855
21,76,0.9872
22,19,0.9786
34,16,0.982
36,19,0.9843
1,13,0.9836
2,12,0.9819
3,15,0.9847
4,16,0.9862
5,12,0.9837
6,10,0.9841
7,12,0.9842
8,18,0.9858
9,15,0.9798
10,12,0.9859
11,16,0.9834
12,16,0.9901
13,12,0.9825
14,12,0.9814
15,76,0.9856
16,21,0.983
17,16,0.9827
18,11,0.9852
19,11,0.9816
20,12,0.9857
21,15,0.9832
22,12,0.9758
34,11,0.9813
36,19,0.9829
1,21,0.9809
2,12,0.9828
3,13,0.9845
4,16,0.9901
5,18,0.9852
6,15,0.9827
7,12,0.9839
8,18,0.987
9,21,0.982
10,9,0.9809
11,11,0.9757
12,16,0.9852
13,12,0.9813
14,12,0.9815
15,16,0.9875
16,10,0.9817
17,16,0.9829
18,11,0.9849
19,11,0.9812
20,12,0.9848
21,15,0.9794
22,19,0.9825
34,16,0.9852
36,19,0.9869
1,16,0.9802
2,12,0.9816
3,15,0.9835
4,16,0.9892
5,18,0.9861
6,10,0.9852
7,12,0.9836
8,18,0.987
9,15,0.9813
10,12,0.9846
11,9,0.9789
12,16,0.9872
13,16,0.9804
14,12,0.9843
15,76,0.9767
16,15,0.9801
17,10,0.9823
18,47,0.9808
19,12,0.9844
20,12,0.9847
21,8,0.976
22,86,0.9822
34,16,0.9861
36,19,0.9841
1,76,0.9843
2,12,0.9822
3,16,0.9831
4,16,0.988
5,9,0.9854
6,16,0.9873
7,11,0.9812
8,12,0.9857
9,15,0.9819
10,12,0.9856
11,12,0.9736
12,16,0.989
13,12,0.9837
14,12,0.986
15,15,0.9795
16,16,0.9869
17,15,0.9805
18,16,0.9859
19,12,0.9859
20,12,0.985
21,15,0.9822
22,86,0.9815
34,16,0.9821
36,19,0.9852
1,16,0.9866
2,11,0.9858
3,16,0.9852
4,16,0.9898
5,9,0.9877
6,16,0.9857
7,12,0.9853
8,12,0.9863
9,15,0.9779
10,12,0.9829
11,9,0.9758
12,16,0.9881
13,12,0.9794
14,12,0.9856
15,76,0.9855
16,16,0.9901
17,16,0.9869
18,11,0.985
19,12,0.9834
20,12,0.9856
21,15,0.9845
22,86,0.9776
34,16,0.9865
36,19,0.9846
1,16,0.9828
2,11,0.9857
3,16,0.9844
4,16,0.9882
5,12,0.985
6,8,0.9873
7,9,0.9823
8,12,0.9834
9,16,0.9792
10,11,0.9782
11,10,0.9772
12,19,0.9841
13,12,0.9817
14,9,0.9871
15,16,0.9895
16,76,0.9902
17,16,0.9843
18,12,0.9836
19,12,0.9848
20,12,0.9866
21,16,0.9902
22,86,0.9795
34,16,0.9884
36,19,0.9847
1,16,0.9808
2,11,0.9853
3,76,0.9844
4,16,0.987
5,11,0.9845
6,15,0.9839
7,9,0.9843
8,18,0.9862
9,16,0.9834
10,12,0.9813
11,9,0.9787
12,76,0.9797
13,12,0.9772
14,9,0.9846
15,16,0.9858
16,76,0.9871
17,16,0.9855
18,12,0.985
19,18,0.9841
20,12,0.9846
21,16,0.9873
22,86,0.9803
34,11,0.9844
36,19,0.9838
1,21,0.9812
2,12,0.9856
3,15,0.9848
4,15,0.9865
5,18,0.9869
6,16,0.9874
7,9,0.9829
8,12,0.9894
9,19,0.9858
10,18,0.9842
11,9,0.9793
12,76,0.9804
13,12,0.9787
14,16,0.9847
15,16,0.9843
16,76,0.9845
17,76,0.9852
18,11,0.9857
19,11,0.9859
20,12,0.9863
21,16,0.986
22,13,0.9827
34,11,0.9817
36,19,0.9838
1,16,0.9808
2,11,0.9866
3,15,0.9848
4,15,0.9877
5,18,0.9863
6,15,0.9895
7,9,0.9849
8,18,0.9869
9,16,0.9851
10,18,0.9856
11,9,0.9819
12,16,0.9823
13,16,0.9835
14,9,0.9835
15,16,0.9824
16,10,0.988
17,16,0.9845
18,9,0.9877
19,11,0.9873
20,11,0.9895
21,16,0.9822
22,19,0.9839
34,16,0.9859
36,16,0.9846
1,21,0.9855
2,9,0.9842
3,10,0.9832
4,16,0.9892
5,12,0.9854
6,16,0.9871
7,11,0.9837
8,12,0.9875
9,8,0.9817
10,12,0.986
11,16,0.9826
12,19,0.9879
13,16,0.9811
14,9,0.9862
15,76,0.9844
16,21,0.9865
17,16,0.9795
18,12,0.9877
19,76,0.9878
20,9,0.9863
21,16,0.9884
22,86,0.9813
34,16,0.9804
36,19,0.9834
1,21,0.9836
2,11,0.9826
3,16,0.9851
4,16,0.9902
5,9,0.9854
6,16,0.9869
7,12,0.9868
8,12,0.9886
9,19,0.9832
10,12,0.9881
11,16,0.985
12,16,0.9831
13,16,0.9835
14,9,0.9846
15,21,0.9812
16,10,0.9901
17,19,0.986
18,12,0.9867
19,12,0.9885
20,76,0.9875
21,16,0.9875
22,19,0.9811
34,16,0.9843
36,16,0.9839
1,16,0.9844
2,11,0.9831
3,16,0.9853
4,16,0.9893
5,12,0.9866
6,16,0.9848
7,12,0.9844
8,19,0.9879
9,76,0.9816
10,12,0.9852
11,11,0.9837
12,15,0.9863
13,11,0.9807
14,16,0.9848
15,10,0.9869
16,16,0.9892
17,16,0.9883
18,16,0.9843
19,16,0.9871
20,11,0.9828
21,19,0.9855
22,19,0.9825
34,16,0.9893
36,19,0.9833
1,21,0.9849
2,11,0.9829
3,16,0.9875
4,16,0.99
5,11,0.9882
6,15,0.9873
7,9,0.9868
8,12,0.9897
9,19,0.9851
10,12,0.9877
11,19,0.9871
12,16,0.9868
13,16,0.9835
14,12,0.9846
15,10,0.9911
16,16,0.9918
17,12,0.9858
18,12,0.9855
19,76,0.9849
20,76,0.987
21,16,0.9895
22,19,0.9841
34,16,0.9915
36,16,0.9847
1,16,0.9835
2,11,0.9852
3,16,0.9844
4,19,0.9886
5,12,0.9878
6,15,0.9855
7,9,0.9858
8,12,0.9881
9,8,0.9779
10,12,0.9899
11,19,0.9843
12,16,0.986
13,16,0.9835
14,12,0.9844
15,16,0.9867
16,16,0.9872
17,16,0.9863
18,12,0.9865
19,19,0.9833
20,76,0.9876
21,21,0.9868
22,51,0.9803
34,16,0.9904
36,19,0.9834
1,21,0.984
2,12,0.9854
3,16,0.9867
4,16,0.9882
5,12,0.9868
6,16,0.9842
7,16,0.9849
8,18,0.99
9,16,0.9774
10,16,0.9883
11,19,0.984
12,16,0.9876
13,71,0.9838
14,9,0.984
15,16,0.9867
16,19,0.9907
17,16,0.9876
18,16,0.989
19,12,0.9858
20,76,0.9879
21,10,0.9913
22,19,0.9799
34,16,0.9908
36,16,0.9827
1,21,0.9833
2,12,0.9846
3,76,0.9878
4,16,0.9888
5,12,0.9865
6,15,0.9875
7,16,0.9858
8,18,0.9878
9,8,0.9829
10,12,0.9875
11,19,0.9864
12,16,0.9849
13,71,0.9846
14,12,0.9867
15,16,0.9876
16,16,0.9882
17,16,0.9919
18,12,0.985
19,12,0.9879
20,9,0.9847
21,16,0.9879
22,10,0.9847
34,16,0.9844
36,16,0.9847
42,19,0.987
1,16,0.9842
2,12,0.9852
3,76,0.9872
4,16,0.9872
5,18,0.9877
6,15,0.9877
7,11,0.9848
8,18,0.9906
9,8,0.9858
10,12,0.9872
11,12,0.9865
12,16,0.9875
13,16,0.9855
14,12,0.9855
15,16,0.9891
16,16,0.9928
17,16,0.992
18,12,0.9828
19,19,0.9883
20,76,0.9857
21,15,0.9857
22,19,0.9878
34,16,0.9825
36,16,0.9828
42,9,0.9862
1,21,0.9856
2,12,0.983
3,76,0.9874
4,16,0.989
5,18,0.9855
6,15,0.985
7,12,0.9845
8,18,0.9884
9,16,0.9853
10,11,0.9877
11,12,0.9852
12,16,0.9839
13,16,0.9846
14,12,0.987
15,16,0.9853
16,19,0.9849
17,16,0.9868
18,11,0.9863
19,19,0.9931
20,9,0.9862
21,16,0.989
22,16,0.9839
34,16,0.9867
36,16,0.9809
42,16,0.9882
1,16,0.9827
2,12,0.9877
3,16,0.9884
4,16,0.9867
5,9,0.9874
6,10,0.9865
7,12,0.9857
8,12,0.9885
9,19,0.9841
10,12,0.9873
11,12,0.9852
12,16,0.9888
13,16,0.9837
14,12,0.9864
15,16,0.9883
16,19,0.9881
17,16,0.991
18,9,0.9869
19,16,0.9899
20,19,0.9884
21,16,0.9894
22,10,0.9876
34,16,0.986
36,16,0.9829
42,12,0.9883
1,21,0.986
2,16,0.9857
3,10,0.986
4,16,0.988
5,9,0.9875
6,15,0.9868
7,12,0.9877
8,18,0.9882
9,8,0.985
10,11,0.988
11,19,0.9856
12,16,0.9908
13,12,0.9843
14,9,0.9884
15,15,0.9864
16,16,0.9845
17,16,0.9909
18,9,0.9875
19,21,0.9926
20,11,0.9846
21,15,0.9881
22,16,0.9873
34,16,0.9875
36,76,0.9844
42,19,0.9882
1,85,0.9835
2,12,0.9876
3,16,0.9877
4,16,0.9872
5,12,0.9879
6,76,0.9843
7,11,0.9866
8,18,0.9864
9,10,0.9888
10,12,0.9879
11,12,0.9861
12,16,0.9904
13,12,0.9845
14,16,0.9873
15,16,0.9917
16,15,0.9872
17,16,0.9863
18,11,0.9877
19,21,0.9929
20,19,0.988
21,76,0.9882
22,13,0.985
34,11,0.9817
36,16,0.9879
42,21,0.9901
1,19,0.9865
2,21,0.9859
3,76,0.9871
4,16,0.9901
5,12,0.9896
6,76,0.9882
7,11,0.9838
8,18,0.9874
9,16,0.9868
10,12,0.9899
11,18,0.9833
12,16,0.9882
13,12,0.9832
14,9,0.9877
15,16,0.9894
16,16,0.9852
17,16,0.9881
18,9,0.9874
19,21,0.9942
20,19,0.9887
21,76,0.9886
22,16,0.9878
34,11,0.9837
36,16,0.9853
42,21,0.9892
1,16,0.9821
2,9,0.9852
3,76,0.9891
4,16,0.9878
5,12,0.9884
6,76,0.9875
7,12,0.9864
8,19,0.9875
9,16,0.989
10,9,0.9899
11,9,0.982
12,16,0.9885
13,12,0.983
14,9,0.9877
15,16,0.9929
16,16,0.9846
17,10,0.9883
18,9,0.9872
19,21,0.9945
20,16,0.9905
21,16,0.9895
22,10,0.9878
34,11,0.9813
36,19,0.9877
42,16,0.9923
1,19,0.9818
2,9,0.9871
3,15,0.9874
4,16,0.9862
5,18,0.9872
6,16,0.988
7,9,0.9846
8,12,0.9861
9,10,0.986
10,18,0.989
11,18,0.984
12,16,0.9907
13,12,0.9843
14,9,0.988
15,16,0.9901
16,16,0.9836
17,85,0.9879
18,9,0.9852
19,21,0.9953
20,16,0.9867
21,16,0.9918
22,10,0.9871
34,9,0.9842
36,19,0.9862
42,16,0.9888
1,16,0.9822
2,16,0.9891
3,15,0.987
4,16,0.9855
5,18,0.9868
6,15,0.9854
7,12,0.9864
8,12,0.9882
9,16,0.9842
10,18,0.9885
11,11,0.9789
12,12,0.9883
13,16,0.9842
14,9,0.9861
15,19,0.9883
16,10,0.9826
17,16,0.9895
18,12,0.9872
19,21,0.995
20,16,0.9877
21,76,0.991
22,10,0.9865
34,71,0.9851
36,16,0.9852
42,16,0.9921
1,21,0.9841
2,9,0.9871
3,76,0.9883
4,16,0.9916
5,9,0.9877
6,15,0.9881
7,9,0.986
8,19,0.9894
9,18,0.9841
10,12,0.9886
11,18,0.9818
12,12,0.9906
13,16,0.9871
14,12,0.9888
15,16,0.9867
16,16,0.9928
17,21,0.9883
18,12,0.9876
19,12,0.9861
20,16,0.9925
21,16,0.9928
22,13,0.9865
34,16,0.9861
36,19,0.9846
42,9,0.9879
43,12,0.99
1,18,0.9812
2,16,0.9889
3,16,0.9899
4,16,0.9912
5,9,0.9895
6,15,0.9889
7,9,0.9883
8,19,0.9906
9,18,0.9861
10,12,0.9893
11,18,0.9835
12,10,0.9887
13,16,0.9868
14,12,0.9888
15,16,0.9886
16,16,0.9912
17,16,0.9902
18,12,0.9856
19,12,0.9887
20,16,0.9917
21,16,0.9919
22,13,0.9866
34,11,0.9819
36,19,0.9853
42,12,0.9889
43,10,0.9901
1,13,0.9849
2,12,0.9878
3,16,0.987
4,16,0.9893
5,9,0.9889
6,15,0.9888
7,18,0.9879
8,9,0.9895
9,18,0.9869
10,12,0.9886
11,18,0.9826
12,10,0.9898
13,16,0.9845
14,12,0.9894
15,16,0.992
16,85,0.9893
17,21,0.9873
18,12,0.9866
19,12,0.9879
20,12,0.9895
21,16,0.9905
22,13,0.9885
34,16,0.9823
36,16,0.9875
42,21,0.9927
43,10,0.9893
1,21,0.9867
2,12,0.9861
3,16,0.9845
4,16,0.9912
5,18,0.9904
6,16,0.9883
7,12,0.986
8,9,0.9904
9,18,0.9861
10,12,0.9882
11,13,0.9841
12,16,0.9853
13,9,0.9824
14,9,0.9882
15,16,0.9894
16,16,0.9883
17,16,0.9904
18,12,0.9871
19,12,0.9865
20,16,0.9883
21,76,0.9892
22,19,0.9871
34,76,0.9872
36,16,0.989
42,21,0.9893
43,16,0.9888
1,11,0.9805
2,21,0.9882
3,15,0.9866
4,16,0.9923
5,12,0.9901
6,15,0.9895
7,11,0.986
8,12,0.989
9,76,0.99
10,11,0.9863
11,18,0.9874
12,16,0.9857
13,16,0.9858
14,9,0.9893
15,16,0.9942
16,16,0.9906
17,16,0.9919
18,12,0.9872
19,19,0.9866
20,16,0.9904
21,16,0.9907
22,19,0.9917
34,9,0.9835
36,16,0.9885
42,19,0.9877
43,21,0.9903
1,21,0.9875
2,16,0.9876
3,15,0.9894
4,16,0.9913
5,12,0.9884
6,10,0.9869
7,12,0.9856
8,9,0.9901
9,9,0.9867
10,12,0.9863
11,9,0.9843
12,15,0.9863
13,16,0.9885
14,9,0.9876
15,16,0.9916
16,16,0.9883
17,16,0.9911
18,9,0.9874
19,9,0.9893
20,16,0.989
21,16,0.9926
22,19,0.9907
34,16,0.9849
36,16,0.9902
42,21,0.9883
43,16,0.9894
1,13,0.9883
2,12,0.9857
3,76,0.9889
4,16,0.9916
5,12,0.989
6,10,0.9898
7,9,0.9852
8,9,0.9905
9,76,0.9906
10,12,0.9882
11,85,0.9885
12,10,0.9899
13,16,0.9873
14,9,0.9898
15,16,0.9919
16,16,0.9915
17,16,0.9894
18,9,0.9861
19,19,0.9877
20,16,0.9906
21,16,0.9891
22,21,0.9894
34,9,0.9819
36,19,0.99
42,21,0.9889
43,16,0.9899
1,21,0.9874
2,11,0.987
3,16,0.9887
4,16,0.993
5,18,0.9896
6,16,0.988
7,9,0.9894
8,9,0.9894
9,15,0.9897
10,9,0.9879
11,9,0.9889
12,16,0.9881
13,16,0.9873
14,9,0.9897
15,16,0.9949
16,15,0.9905
17,16,0.9912
18,9,0.9881
19,19,0.9849
20,12,0.9919
21,16,0.9905
22,19,0.9882
34,11,0.9823
36,10,0.9918
42,21,0.9907
43,16,0.9895
1,21,0.9822
2,11,0.9885
3,16,0.9905
4,85,0.9906
5,9,0.9877
6,12,0.9898
7,9,0.9891
8,19,0.9887
9,19,0.9899
10,12,0.9891
11,9,0.9869
12,10,0.9896
13,16,0.9873
14,9,0.9898
15,16,0.9928
16,16,0.9909
17,16,0.9908
18,9,0.9886
19,21,0.9861
20,16,0.9915
21,10,0.9917
22,13,0.9877
34,9,0.9846
36,10,0.991
42,21,0.9891
43,21,0.9916
1,18,0.982
2,11,0.9878
3,16,0.9893
4,16,0.9897
5,9,0.9884
6,16,0.9894
7,9,0.9881
8,18,0.9888
9,10,0.9887
10,16,0.9877
11,9,0.9885
12,10,0.9906
13,71,0.9841
14,9,0.9897
15,16,0.992
16,16,0.9914
17,16,0.9884
18,9,0.9899
19,21,0.9857
20,16,0.9929
21,16,0.9901
22,21,0.9884
34,16,0.9837
36,19,0.9886
42,21,0.9882
43,16,0.9907
1,12,0.9838
2,11,0.99
3,16,0.9923
4,16,0.989
5,18,0.9896
6,16,0.9902
7,19,0.9883
8,18,0.9888
9,10,0.9903
10,12,0.9905
11,9,0.99
12,16,0.9918
13,71,0.9863
14,9,0.9914
15,16,0.993
16,85,0.9911
17,21,0.993
18,9,0.9886
19,21,0.9849
20,21,0.9942
21,16,0.9938
22,10,0.9874
34,16,0.9876
36,16,0.9901
