frame,track_id,x1,y1,x2,y2
8,9,353,371,386,422
8,10,304,791,344,866
8,11,282,435,310,497
8,12,721,344,756,399
8,13,754,395,784,455
8,14,941,268,967,327
8,15,1005,147,1031,195
8,16,821,242,862,294
8,17,427,204,467,262
8,18,1480,223,1512,272
8,19,557,91,587,140
8,20,862,148,892,190
8,21,893,155,927,204
8,22,460,67,499,119
9,1,295,514,346,579
9,2,1710,322,1741,384
9,3,1116,479,1155,543
9,4,920,199,956,247
9,5,863,574,905,640
9,6,1127,347,1161,405
9,7,1664,460,1701,524
9,8,1307,811,1342,889
9,9,349,370,382,421
9,10,300,789,342,865
9,11,283,431,312,497
9,12,719,343,755,398
9,13,752,393,782,453
9,14,942,268,967,327
9,15,1003,147,1030,195
9,16,815,243,855,295
9,17,424,204,463,262
9,18,1480,224,1512,273
9,19,558,93,587,141
9,20,859,148,888,189
9,21,892,155,927,205
9,22,460,66,499,120
10,1,289,514,338,579
10,2,1708,322,1740,385
10,3,1114,480,1154,544
10,4,919,200,955,248
10,5,857,575,898,640
10,6,1127,348,1161,406
10,7,1664,460,1701,524
10,8,1308,811,1344,888
10,9,346,369,382,422
10,10,297,786,340,863
10,11,284,430,314,495
10,12,717,343,753,397
10,13,751,392,782,452
10,14,942,268,966,327
10,15,1002,146,1030,195
10,16,813,243,853,296
10,17,422,203,460,262
10,18,1481,225,1512,273
10,19,557,94,586,141
10,20,858,148,887,188
10,21,890,156,924,205
10,22,460,65,500,120
11,1,288,513,335,579
11,2,1707,322,1740,385
11,3,1114,481,1152,543
11,4,917,200,953,248
11,5,854,575,896,640
11,6,1127,349,1162,407
11,7,1666,462,1702,524
11,8,1309,810,1345,888
11,9,344,367,382,422
11,10,295,782,338,858
11,11,286,426,316,492
11,12,716,343,753,398
11,13,749,392,780,451
11,14,943,267,968,327
11,15,1002,146,1029,192
11,16,812,243,852,295
11,17,421,201,460,261
11,18,1481,226,1512,274
11,19,555,95,583,141
11,20,852,148,882,188
11,21,888,156,921,204
11,22,459,64,500,120
12,1,289,513,334,578
12,2,1707,323,1741,386
12,3,1111,481,1148,543
12,4,915,199,949,247
12,5,853,572,896,639
12,6,1128,350,1163,408
12,7,1667,463,1703,524
12,8,1310,809,1346,886
12,9,344,365,381,417
12,10,293,779,337,854
12,11,288,424,317,488
12,12,714,343,750,398
12,13,748,392,779,452
12,14,945,267,970,327
12,15,1000,146,1028,192
12,16,810,243,849,293
12,17,421,200,460,258
12,18,1481,226,1511,273
12,19,554,95,581,140
12,20,848,148,879,188
12,21,888,156,919,201
12,22,459,63,501,120
13,1,290,512,334,577
13,2,1708,325,1742,387
13,3,1110,481,1145,543
13,4,914,199,948,247
13,5,850,572,894,639
13,6,1129,352,1162,409
13,7,1668,464,1702,525
13,8,1311,808,1345,885
13,9,342,364,380,415
13,10,289,778,333,852
13,11,289,424,318,485
13,12,712,343,746,398
13,13,745,393,775,451
13,14,946,266,972,327
13,15,996,146,1025,193
13,16,806,243,846,295
13,17,421,200,459,257
13,18,1481,226,1512,275
13,19,554,95,581,140
13,20,846,149,877,190
13,21,887,155,919,202
13,22,459,62,502,120
14,1,290,510,335,576
14,2,1708,326,1741,387
14,3,1110,481,1145,543
14,4,915,198,949,246
14,5,847,572,891,638
14,6,1129,352,1160,409
14,7,1667,464,1701,525
14,8,1311,808,1345,885
14,9,340,364,380,416
14,10,284,777,327,851
14,11,290,423,318,482
14,12,711,343,744,398
14,13,745,394,774,452
14,14,947,266,974,327
14,15,993,147,1023,194
14,16,802,244,843,297
14,17,420,200,458,256
14,18,1483,226,1514,275
14,19,554,94,583,142
14,20,840,149,871,190
14,21,887,155,920,203
14,22,467,65,505,118
15,1,290,507,335,574
15,2,1708,326,1740,388
15,3,1110,480,1145,543
15,4,916,198,950,246
15,5,845,573,889,638
15,6,1128,352,1159,408
15,7,1668,464,1702,526
15,8,1312,807,1346,886
15,9,337,364,377,416
15,10,281,775,322,849
15,11,292,422,319,481
15,12,711,343,744,398
15,13,743,391,774,453
15,14,950,266,977,328
15,15,990,147,1019,195
15,16,798,245,837,297
15,17,420,200,458,256
15,18,1485,226,1517,276
15,19,556,94,586,143
15,20,837,148,869,191
15,21,887,155,921,203
15,22,470,68,506,118
16,1,290,505,335,570
16,2,1707,326,1739,388
16,3,1110,480,1145,542
16,4,916,199,950,246
16,5,840,573,883,639
16,6,1130,351,1161,408
16,7,1669,463,1703,526
16,8,1314,808,1347,886
16,9,333,363,373,416
16,10,279,772,322,847
16,11,294,420,322,480
16,12,710,341,744,397
16,13,742,387,774,451
16,14,954,267,981,328
16,15,991,148,1019,194
16,16,796,246,834,298
16,17,419,200,459,257
16,18,1487,226,1519,276
16,19,557,94,588,144
16,20,836,147,868,190
16,21,888,155,922,204
16,22,470,70,504,118
17,1,291,504,334,568
17,2,1708,325,1740,388
17,3,1110,480,1145,542
17,4,917,200,950,247
17,5,836,573,877,638
17,6,1132,351,1163,408
17,7,1671,463,1705,526
17,8,1314,808,1348,885
17,9,333,363,372,417
17,10,278,768,322,844
17,11,298,418,327,478
17,12,710,340,745,396
17,13,742,384,775,450
17,14,958,270,985,328
17,15,991,148,1019,193
17,16,796,246,832,296
17,17,418,201,458,258
17,18,1488,226,1520,277
17,19,558,96,592,151
17,20,833,147,865,188
17,21,888,156,922,206
17,22,471,71,503,119
18,1,288,504,331,567
18,2,1708,325,1741,389
18,3,1109,481,1145,543
18,4,917,201,951,249
18,5,835,573,876,639
18,6,1133,351,1164,410
18,7,1672,463,1707,526
18,8,1315,808,1350,885
18,9,335,364,374,416
18,10,278,766,321,838
18,11,301,416,331,476
18,12,709,341,744,396
18,13,743,386,775,448
18,14,962,270,988,327
18,15,990,148,1018,193
18,16,793,245,831,296
18,17,417,201,457,258
18,18,1490,228,1522,279
18,19,559,98,594,155
18,20,830,148,863,189
18,21,887,157,920,205
18,22,471,72,503,119
19,1,288,503,330,566
19,2,1707,325,1741,390
19,3,1110,482,1144,543
19,4,917,202,949,249
19,5,834,571,876,637
19,6,1133,352,1166,411
19,7,1672,463,1708,527
19,8,1318,808,1354,884
19,9,336,364,377,417
19,10,278,763,319,833
19,11,305,414,335,473
19,12,711,342,746,398
19,13,744,389,775,446
19,14,965,270,991,328
19,15,988,150,1018,194
19,16,791,247,829,297
19,17,415,200,455,258
19,18,1491,230,1523,281
19,19,562,100,595,156
19,20,827,149,860,191
19,21,887,158,919,205
19,22,472,72,504,119
20,1,287,500,330,565
20,2,1706,326,1741,390
20,3,1109,482,1141,543
20,4,917,204,948,250
20,5,832,570,874,634
20,6,1134,354,1166,412
20,7,1673,464,1709,527
20,8,1322,808,1359,883
20,9,337,364,379,417
20,10,273,761,315,831
20,11,308,413,338,469
20,12,711,344,746,398
20,13,745,390,777,447
20,14,968,271,993,328
20,15,987,151,1017,197
20,16,787,247,826,299
20,17,417,199,457,258
20,18,1491,232,1523,282
20,19,565,102,596,155
20,20,823,150,855,192
20,21,888,158,920,205
20,22,473,72,504,119
21,1,290,497,334,564
21,2,1706,328,1741,391
21,3,1106,482,1139,543
21,4,917,204,948,250
21,5,829,568,872,632
21,6,1136,356,1167,413
21,7,1674,466,1709,528
21,8,1326,808,1363,883
21,9,338,365,381,418
21,10,268,758,311,829
21,11,311,411,341,467
21,12,709,344,743,398
21,13,746,391,777,447
21,14,970,271,995,329
21,15,984,152,1014,198
21,16,782,249,820,300
21,17,419,199,459,257
21,18,1491,234,1521,283
21,19,570,104,598,153
21,20,822,151,854,193
21,21,889,158,921,205
21,22,485,77,516,122
22,1,293,494,338,563
22,2,1706,330,1741,391
22,3,1106,481,1138,543
22,4,919,205,950,251
22,5,827,569,870,631
22,6,1137,357,1168,414
22,7,1673,467,1707,528
22,8,1328,807,1365,881
22,9,336,366,379,418
22,10,267,754,311,828
22,11,313,412,343,466
22,12,708,344,743,399
22,13,744,391,774,447
22,14,973,271,998,330
22,15,981,153,1011,199
22,16,780,249,818,301
22,17,423,200,462,256
22,18,1491,234,1521,284
22,19,574,106,602,154
22,20,821,153,853,194
22,21,890,159,923,207
22,22,487,78,517,122
23,1,298,492,341,557
23,2,1707,332,1741,392
23,3,1106,480,1139,542
23,4,920,206,951,252
23,5,824,568,868,632
23,6,1138,358,1169,415
23,7,1672,468,1705,529
23,8,1327,808,1365,879
23,9,333,366,376,419
23,10,267,749,313,825
23,11,314,411,345,465
23,12,709,344,744,399
23,13,744,391,774,447
23,14,976,271,1001,331
23,15,980,153,1010,200
23,16,780,249,818,301
23,17,426,200,465,256
23,18,1492,234,1522,285
23,19,577,107,606,154
23,20,817,154,850,196
23,21,891,160,924,209
23,22,489,78,519,123
24,1,301,491,343,553
24,2,1706,334,1738,393
24,3,1105,480,1138,542
24,4,920,206,952,252
24,5,818,568,862,631
24,6,1139,359,1169,415
24,7,1671,468,1704,529
24,8,1326,807,1363,877
24,9,331,366,374,420
24,10,269,744,315,819
24,11,317,411,348,465
24,12,710,342,745,397
24,13,746,389,776,446
24,14,978,272,1004,331
24,15,981,154,1011,200
24,16,779,250,816,299
24,17,429,201,467,257
24,18,1493,234,1523,285
24,19,580,108,608,154
24,20,815,155,849,199
24,21,891,162,924,210
24,22,491,79,521,123
25,1,303,489,344,551
25,2,1705,334,1736,394
25,3,1104,480,1137,541
25,4,920,208,952,254
25,5,814,566,857,631
25,6,1140,361,1169,415
25,7,1671,468,1704,529
25,8,1324,806,1362,877
25,9,332,365,375,421
25,10,270,740,315,811
25,11,319,409,353,466
25,12,711,342,746,397
25,13,747,385,779,446
25,14,981,273,1008,332
25,15,981,155,1011,199
25,16,778,251,815,300
25,17,430,204,469,259
25,18,1492,235,1523,285
25,19,582,109,611,155
25,20,812,157,846,201
25,21,889,164,922,212
25,22,492,81,522,126
26,1,302,489,343,550
26,2,1704,334,1736,396
26,3,1105,480,1137,541
26,4,921,211,952,257
26,5,813,565,856,631
26,6,1142,361,1171,415
26,7,1671,468,1704,530
26,8,1322,803,1362,876
26,9,334,364,379,421
26,10,271,737,315,807
26,11,323,409,357,463
26,12,709,342,745,397
26,13,748,385,780,445
26,14,986,275,1013,333
26,15,980,157,1011,201
26,16,775,252,812,302
26,17,429,205,467,260
26,18,1493,236,1523,286
26,19,584,112,613,156
26,20,809,158,843,202
26,21,889,166,920,213
26,22,497,81,526,126
27,1,306,488,345,549
27,2,1701,335,1734,397
27,3,1105,481,1136,541
27,4,921,213,951,259
27,5,813,564,857,630
27,6,1143,360,1173,415
27,7,1669,468,1703,530
27,8,1322,800,1363,874
27,9,338,364,380,416
27,10,270,733,314,804
27,11,327,403,363,461
27,12,712,343,748,398
27,13,750,386,782,445
27,14,990,276,1018,334
27,15,978,158,1009,203
27,16,771,253,808,303
27,17,433,207,469,261
27,18,1492,238,1522,288
27,19,586,115,615,158
27,20,809,158,843,204
27,21,890,168,921,214
27,22,503,85,531,128
28,1,311,487,349,548
28,2,1698,335,1731,398
28,3,1103,481,1133,541
28,4,921,214,951,260
28,5,813,562,855,626
28,6,1143,361,1174,416
28,7,1667,469,1701,530
28,8,1323,798,1363,872
28,9,341,364,381,412
28,10,269,731,311,801
28,11,330,401,366,457
28,12,714,344,750,399
28,13,752,387,784,445
28,14,995,277,1023,335
28,15,975,160,1006,206
28,16,769,255,804,303
28,17,436,207,471,260
28,18,1491,241,1521,290
28,19,588,117,616,159
28,20,807,159,841,204
28,21,891,170,922,215
28,22,505,86,533,129
29,1,315,485,353,547
29,2,1696,337,1730,398
29,3,1103,481,1132,541
29,4,923,216,953,261
29,5,812,562,853,623
29,6,1145,361,1176,417
29,7,1666,470,1701,531
29,8,1325,795,1366,870
29,9,341,365,379,411
29,10,270,726,313,799
29,11,333,401,367,456
29,12,714,346,749,399
29,13,753,387,784,444
29,14,999,278,1027,335
29,15,973,162,1003,207
29,16,768,255,804,305
29,17,441,207,476,262
29,18,1490,244,1520,293
29,19,588,119,616,161
29,20,805,161,839,204
29,21,891,171,923,216
29,22,510,87,537,130
30,1,318,483,357,546
30,2,1695,338,1729,399
30,3,1103,481,1133,540
30,4,924,217,954,261
30,5,810,561,850,623
30,6,1147,363,1178,418
30,7,1665,471,1699,531
30,8,1327,793,1368,868
30,9,339,365,379,412
30,10,272,722,316,795
30,11,336,403,369,455
30,12,714,346,747,399
30,13,753,387,784,444
30,14,1002,279,1030,336
30,15,973,163,1003,208
30,16,767,255,803,304
30,17,445,207,481,263
30,18,1489,246,1518,295
30,19,592,122,620,162
30,20,803,163,836,207
30,21,892,174,924,217
30,22,513,87,540,131
31,1,322,480,361,542
31,2,1695,340,1728,400
31,3,1103,480,1133,539
31,4,924,219,953,261
31,5,807,561,846,622
31,6,1147,366,1176,419
31,7,1664,473,1697,531
31,8,1329,792,1369,865
31,9,338,366,378,414
31,10,275,718,318,788
31,11,339,404,372,454
31,12,716,345,748,398
31,13,753,388,783,444
31,14,1005,280,1032,337
31,15,973,165,1003,209
31,16,764,256,800,304
31,17,450,207,485,264
31,18,1489,247,1517,295
31,19,594,124,623,165
31,20,801,165,834,209
31,21,892,175,924,219
31,22,515,88,543,132
32,1,325,479,363,538
32,2,1696,342,1728,402
32,3,1103,480,1133,539
32,4,924,220,955,264
32,5,805,560,843,621
32,6,1148,367,1176,420
32,7,1662,473,1695,533
32,8,1330,792,1370,864
32,9,339,367,378,414
32,10,277,714,318,781
32,11,342,403,375,452
32,12,718,345,750,398
32,13,755,387,785,444
32,14,1009,280,1035,338
32,15,972,167,1002,210
32,16,762,257,799,306
32,17,453,208,488,263
32,18,1490,248,1518,296
32,19,596,126,627,168
32,20,799,166,832,211
32,21,891,177,923,221
32,22,518,89,546,133
33,1,328,479,365,536
33,2,1693,343,1725,403
33,3,1102,480,1133,538
33,4,924,222,956,267
33,5,805,559,844,621
33,6,1148,368,1176,421
33,7,1660,473,1693,533
33,8,1331,792,1369,862
33,9,342,367,381,414
33,10,277,710,318,776
33,11,344,399,379,451
33,12,719,345,753,399
33,13,757,386,788,443
33,14,1013,281,1038,339
33,15,970,169,1001,212
33,16,759,259,796,308
33,17,456,210,490,263
33,18,1490,249,1518,298
33,19,600,129,631,172
33,20,799,168,831,213
33,21,890,178,921,222
33,22,524,93,550,135
34,1,330,479,366,536
34,2,1692,344,1722,403
34,3,1103,480,1133,538
34,4,924,223,955,268
34,5,805,557,844,618
34,6,1150,368,1178,421
34,7,1659,473,1691,534
34,8,1331,790,1367,859
34,9,345,367,383,411
34,10,276,706,316,774
34,11,347,399,384,451
34,12,719,345,753,399
34,13,759,386,790,442
34,14,1017,283,1041,339
34,15,969,172,1000,215
34,16,756,260,792,309
34,17,459,212,495,266
34,18,1490,250,1519,300
34,19,603,132,633,175
34,20,797,170,830,214
34,21,891,180,923,224
34,22,528,94,555,137
35,1,330,478,366,535
35,2,1691,345,1721,404
35,3,1101,481,1130,538
35,4,925,225,954,269
35,5,804,555,843,614
35,6,1152,368,1180,421
35,7,1658,473,1691,533
35,8,1330,789,1366,859
35,9,346,367,386,414
35,10,276,703,316,771
35,11,349,398,386,450
35,12,720,347,754,400
35,13,761,386,793,441
35,14,1020,283,1045,340
35,15,967,175,996,217
35,16,756,260,792,310
35,17,463,214,499,267
35,18,1490,251,1519,301
35,19,606,133,637,177
35,20,795,172,828,216
35,21,893,180,925,224
35,22,532,95,559,138
36,1,331,476,368,534
36,2,1690,345,1721,406
36,3,1100,481,1128,538
36,4,927,227,956,270
36,5,802,554,842,612
36,6,1156,368,1184,422
36,7,1658,473,1691,533
36,8,1331,786,1368,857
36,9,345,367,388,417
36,10,278,698,320,769
36,11,351,399,387,449
36,12,721,348,756,402
36,13,764,387,795,440
36,14,1024,285,1048,341
36,15,966,175,995,218
36,16,756,260,792,309
36,17,466,217,500,268
36,18,1490,253,1519,302
36,19,610,135,640,178
36,20,795,174,828,219
36,21,894,181,926,225
36,22,535,96,562,139
37,1,335,474,373,533
37,2,1688,346,1720,406
37,3,1101,481,1129,537
37,4,929,229,958,270
37,5,802,553,842,611
37,6,1157,370,1185,423
37,7,1656,473,1690,533
37,8,1333,783,1369,855
37,9,345,369,390,422
37,10,281,694,324,766
37,11,353,399,390,449
37,12,722,351,756,402
37,13,766,387,798,441
37,14,1028,286,1053,342
37,15,966,176,996,219
37,16,756,260,791,309
37,17,468,218,502,270
37,18,1490,256,1519,305
37,19,614,136,644,178
37,20,792,176,824,221
37,21,895,183,927,226
37,22,539,98,565,140
37,32,596,176,603,183
38,1,340,471,378,532
38,2,1687,347,1719,407
38,3,1102,480,1131,537
38,4,929,230,959,272
38,5,798,553,838,610
38,6,1159,371,1187,423
38,7,1656,474,1690,534
38,8,1334,781,1371,853
38,9,344,370,396,432
38,10,285,689,327,760
38,11,353,391,394,448
38,12,722,351,754,403
38,13,768,388,799,442
38,14,1033,288,1058,343
38,15,966,177,996,219
38,16,754,261,790,310
38,17,470,219,504,271
38,18,1490,259,1518,307
38,19,617,137,648,180
38,20,792,178,823,223
38,21,895,186,927,228
38,22,542,99,568,141
38,32,597,177,603,184
39,1,344,470,382,527
39,2,1687,349,1720,409
39,3,1103,480,1132,535
39,4,929,232,959,273
39,5,794,552,835,611
39,6,1160,372,1189,425
39,7,1656,476,1689,535
39,8,1335,780,1371,851
39,9,347,371,397,430
39,10,287,686,328,752
39,11,357,393,397,448
39,12,722,351,755,404
39,13,768,387,798,442
39,14,1037,289,1063,344
39,15,965,179,995,219
39,16,751,263,787,312
39,17,473,219,509,273
39,18,1489,261,1517,308
39,19,620,140,650,182
39,20,792,179,823,223
39,21,895,188,926,230
39,22,545,100,571,142
39,32,598,178,604,184
40,1,347,467,385,524
40,2,1688,351,1720,409
40,3,1103,479,1133,535
40,4,929,233,960,275
40,5,792,550,832,610
40,6,1163,373,1192,427
40,7,1655,478,1688,535
40,8,1336,780,1372,849
40,9,347,371,401,436
40,10,287,683,327,749
40,11,356,388,399,447
40,12,724,350,757,403
40,13,770,387,801,442
40,14,1042,289,1069,345
40,15,964,180,994,222
40,16,748,265,782,313
40,17,478,219,514,272
40,18,1489,262,1516,310
40,19,622,143,652,185
40,20,790,180,820,222
40,21,894,189,924,231
40,22,548,101,574,143
40,32,600,180,604,184
41,1,348,467,386,523
41,2,1689,352,1721,410
41,3,1103,480,1132,536
41,4,929,234,959,276
41,5,791,548,832,609
41,6,1165,374,1193,427
41,7,1655,480,1686,535
41,8,1338,780,1374,847
41,9,346,371,392,427
41,10,286,680,326,747
41,11,358,393,399,449
41,12,726,349,760,402
41,13,772,385,803,442
41,14,1046,289,1073,344
41,15,962,181,993,225
41,16,747,265,780,313
41,17,482,220,518,272
41,18,1491,262,1518,310
41,19,621,145,651,187
41,20,788,181,818,223
41,21,895,190,925,231
41,22,552,105,579,145
41,32,601,181,604,185
42,1,349,466,387,524
42,2,1690,353,1720,411
42,3,1101,480,1130,536
42,4,929,235,957,277
42,5,791,547,832,606
42,6,1166,375,1194,428
42,7,1654,480,1685,536
42,8,1339,780,1374,846
42,9,344,369,386,422
42,10,286,678,324,745
42,11,357,394,398,450
42,12,727,349,762,400
42,13,774,384,805,440
42,14,1051,290,1077,344
42,15,959,181,990,225
42,16,747,266,779,312
42,17,485,221,520,272
42,18,1493,262,1520,310
42,19,621,146,651,189
42,20,785,182,816,225
42,21,896,191,927,232
42,22,556,106,582,146
42,32,602,183,604,185
43,1,349,466,386,523
43,2,1690,353,1719,411
43,3,1101,481,1128,536
43,4,930,235,959,277
43,5,790,545,830,604
43,6,1166,375,1193,428
43,7,1655,480,1685,536
43,8,1338,780,1373,845
43,9,342,369,383,423
43,10,288,674,327,742
43,11,360,396,399,450
43,12,727,349,762,401
43,13,776,384,807,439
43,14,1055,290,1080,344
43,15,958,181,989,226
43,16,746,268,777,311
43,17,487,222,523,273
43,18,1493,262,1520,310
43,19,625,147,654,189
43,20,782,183,812,227
43,21,897,191,928,233
43,22,556,102,585,146
43,32,603,184,605,185
44,1,352,465,388,524
44,2,1691,354,1720,412
44,3,1101,481,1128,536
44,4,932,236,961,278
44,5,789,545,828,602
44,6,1169,375,1196,428
44,7,1655,480,1686,537
44,8,1337,778,1372,845
44,9,342,368,383,425
44,10,292,670,330,737
44,11,362,395,401,450
44,12,727,350,762,402
44,13,779,384,809,437
44,14,1059,290,1083,344
44,15,959,183,989,227
44,16,745,269,777,311
44,17,489,224,525,275
44,18,1493,264,1521,312
44,19,627,149,657,191
44,20,782,184,812,229
44,21,896,192,928,234
44,22,559,103,588,147
44,32,604,185,605,186
45,1,355,463,391,522
45,2,1690,354,1720,413
45,3,1101,481,1129,534
45,4,932,238,961,279
45,5,787,545,825,601
45,6,1172,376,1199,429
45,7,1655,480,1687,538
45,8,1337,775,1373,844
45,9,342,369,383,427
45,10,295,667,331,730
45,11,365,396,402,448
45,12,728,351,761,403
45,13,782,384,811,436
45,14,1063,292,1086,345
45,15,960,185,990,228
45,16,742,268,775,313
45,17,491,225,526,276
45,18,1493,265,1521,313
45,19,627,151,658,193
45,20,782,185,812,229
45,21,896,193,928,236
45,22,563,113,586,148
45,32,606,187,605,186
46,1,360,462,395,520
46,2,1689,355,1720,413
46,3,1102,480,1129,533
46,4,933,239,963,282
46,5,784,544,821,600
46,6,1174,376,1201,429
46,7,1654,480,1687,537
46,8,1338,772,1375,843
46,9,345,371,383,425
46,10,297,663,333,724
46,11,367,397,403,447
46,12,728,352,761,404
46,13,784,385,812,436
46,14,1067,292,1090,346
46,15,958,187,987,228
46,16,740,268,773,314
46,17,494,226,528,276
46,18,1493,267,1522,315
46,19,629,153,659,193
46,20,780,187,810,229
46,21,895,195,927,238
46,22,566,115,589,149
46,32,607,188,605,187
47,1,364,460,399,517
47,2,1689,356,1720,414
47,3,1101,480,1130,532
47,4,933,241,963,284
47,5,784,542,821,599
47,6,1177,377,1204,429
47,7,1653,481,1686,538
47,8,1340,769,1377,841
47,9,349,371,383,423
47,10,297,660,332,721
47,11,369,397,405,447
47,12,730,353,762,403
47,13,785,385,813,436
47,14,1069,292,1093,346
47,15,957,188,987,230
47,16,736,268,770,315
47,17,498,227,531,276
47,18,1494,270,1521,317
47,19,632,155,661,196
47,20,779,188,809,230
47,21,894,196,926,239
47,22,567,111,594,151
47,32,608,189,606,187
47,34,1872,1034,1902,1079
48,1,367,459,402,514
48,2,1690,358,1722,415
48,3,1101,480,1130,533
48,4,933,243,961,285
48,5,784,540,822,599
48,6,1179,378,1206,430
48,7,1652,483,1686,539
48,8,1341,768,1379,839
48,9,353,372,384,420
48,10,296,657,331,719
48,11,369,397,407,447
48,12,732,352,764,403
48,13,788,385,815,437
48,14,1073,295,1097,347
48,15,957,190,986,232
48,16,736,267,770,316
48,17,503,228,535,276
48,18,1495,272,1522,320
48,19,634,157,662,198
48,20,777,191,807,234
48,21,896,196,926,239
48,22,570,112,597,152
48,32,609,191,606,187
48,34,1869,1032,1900,1079
49,1,369,458,404,512
49,2,1693,360,1723,416
49,3,1100,480,1129,534
49,4,934,245,960,285
49,5,784,539,822,594
49,6,1181,380,1209,431
49,7,1652,484,1685,540
49,8,1344,767,1381,837
49,9,353,371,384,421
49,10,297,653,334,717
49,11,368,397,408,449
49,12,734,351,767,402
49,13,791,384,818,436
49,14,1078,295,1102,348
49,15,955,190,984,233
49,16,737,267,769,314
49,17,508,228,540,277
49,18,1496,272,1522,320
49,19,634,159,662,200
49,20,775,192,804,235
49,21,898,196,929,240
49,22,576,113,603,153
49,32,610,192,606,188
49,34,1868,1032,1899,1079
50,1,369,458,404,511
50,2,1694,361,1724,417
50,3,1100,481,1128,534
50,4,936,244,964,287
50,5,784,538,821,590
50,6,1185,381,1213,432
50,7,1652,484,1684,541
50,8,1347,767,1383,836
50,9,354,371,387,425
50,10,301,648,339,714
50,11,370,397,410,451
50,12,736,351,770,402
50,13,794,383,821,433
50,14,1083,296,1109,349
50,15,957,191,985,233
50,16,738,267,770,312
50,17,513,228,546,278
50,18,1499,273,1524,320
50,19,637,160,666,202
50,20,776,192,806,236
50,21,901,197,933,240
50,22,576,112,603,153
50,32,611,193,607,188
50,34,1867,1032,1898,1079
51,1,372,458,405,510
51,2,1696,362,1724,418
51,3,1101,481,1129,534
51,4,939,245,967,287
51,5,783,537,821,589
51,6,1189,382,1215,432
51,7,1652,485,1684,541
51,8,1349,766,1384,834
51,9,356,370,389,426
